id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5
5713a02a13044,24,Female,32,yes,objTwoColors,#FF0000,30,16,982,1,Brown    ,Red      ,0.54,0.08,0.1,0.08,0.1,0.15,0.43,0.43,0.24,0.43,0.43
5713aa57bebec,24,Female,12,no,objTwoColors,#FF0000,0,342,160,5,Red      ,Red      ,0.59,0.02,0.02,0.13,0.13,0.19,0.26,0.26,0.09,0.26,0.26
5713acb331c3c,24,Female,7,no,objTwoColors,#FF0000,56,32,135,1,Green    ,Orange   ,0.47,0.21,0.23,0.08,0.11,0.12,0.57,0.56,0.42,0.56,0.56
5713fc80c942a,23,Female,32,no,objTwoColors,#FF0000,7,0,434,2,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.34,0.33,0.15,0.33,0.33
571410751e7b0,22,Female,12,no,objTwoColors,#FF0000,218,69,195,2,Blue     ,Yellow   ,0.24,0.41,0.23,0.14,0.2,0.11,0.88,0.88,0.8,0.88,0.88
572106a31c230,24,Male,16,no,objTwoColors,#FF0000,121,52,305,3,Green    ,Green    ,0.46,0.38,0.36,0.13,0.25,0.2,0.75,0.76,0.66,0.76,0.76
572767049ccfa,24,Male,32,yes,objTwoColors,#FF0000,317,59,134,3,Pink     ,Green    ,0.06,0.01,0.15,0.04,0.02,0.02,0.6,0.6,0.51,0.6,0.6
572c85675a5ef,23,Male,32,yes,objTwoColors,#FF0000,3,4,6,5,Red      ,Red      ,0.59,0,0,0.14,0.15,0.21,0.32,0.32,0.15,0.32,0.32
5734918f46823,26,Male,32,no,objTwoColors,#FF0000,0,4,3,4,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.32,0.32,0.15,0.32,0.32
5734aa4c927a8,22,Male,15,no,objTwoColors,#FF0000,3,50,145,2,Red      ,Green    ,0.36,0.1,0,0.06,0.08,0.12,0.32,0.32,0.24,0.32,0.32
5735d3455a84c,29,Male,32,no,objTwoColors,#FF0000,7,7,18,5,Red      ,Red      ,0.59,0.01,0,0.14,0.14,0.2,0.33,0.33,0.15,0.33,0.33
5738cf3d97a58,23,Male,32,no,objTwoColors,#FF0000,8,6,53,5,Red      ,Red      ,0.59,0.01,0.01,0.14,0.14,0.2,0.33,0.33,0.15,0.33,0.33
573e4022949b1,24,Male,32,yes,objTwoColors,#FF0000,2,0,53,5,Red      ,Red      ,0.61,0,0,0.14,0.15,0.21,0.33,0.32,0.15,0.32,0.32
573e47c26cb8e,24,Male,32,yes,objTwoColors,#FF0000,67,295,329,2,Yellow   ,Pink     ,0.73,0,0.26,0.08,0.07,0.05,0.37,0.38,0.55,0.38,0.38
573e4d0eb795b,24,Male,32,yes,objTwoColors,#FF0000,5,0,21,4,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.34,0.32,0.15,0.32,0.32
573ec4275ba17,24,Female,32,yes,objTwoColors,#FF0000,7,5,383,3,Red      ,Red      ,0.59,0.01,0,0.14,0.15,0.2,0.33,0.33,0.15,0.33,0.33
573edae85268b,27,Male,32,yes,objTwoColors,#FF0000,3,0,1064,4,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.33,0.32,0.15,0.32,0.32
574297edae49c,24,Male,32,no,objTwoColors,#FF0000,7,7,36,5,Red      ,Red      ,0.59,0.01,0,0.14,0.14,0.2,0.33,0.33,0.15,0.33,0.33
57451c3b38192,23,Female,32,no,objTwoColors,#FF0000,0,7,216,5,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.32,0.32,0.15,0.32,0.32
5745500f6e643,24,Female,32,no,objTwoColors,#FF0000,7,0,65,4,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.34,0.33,0.15,0.33,0.33
57459c393bbd0,29,Male,31,no,objTwoColors,#FF0000,9,3,154,4,Red      ,Red      ,0.6,0.01,0.01,0.14,0.15,0.2,0.34,0.33,0.15,0.33,0.33
5756ab1701ba0,21,Male,32,yes,objTwoColors,#FF0000,308,59,388,5,Pink     ,Green    ,0,0,0.2,0.05,0.04,0.01,0.66,0.66,0.57,0.66,0.66
5756ae6897296,21,Male,32,yes,objTwoColors,#FF0000,250,297,589,5,Blue     ,Pink     ,0.6,0.49,0.39,0.21,0.36,0.32,0.6,0.62,0.78,0.62,0.62
5756b2d9bd658,23,Female,32,yes,objTwoColors,#FF0000,2,0,4,4,Red      ,Red      ,0.61,0,0,0.14,0.15,0.21,0.33,0.32,0.15,0.32,0.32
5757fd2703090,22,Male,32,yes,objTwoColors,#FF0000,1,0,43,5,Red      ,Red      ,0.61,0,0,0.15,0.15,0.21,0.33,0.32,0.15,0.32,0.32
5757ffca0b4b1,24,Male,32,yes,objTwoColors,#FF0000,5,0,1,5,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.34,0.32,0.15,0.32,0.32
57581518c2c07,25,Male,32,yes,objTwoColors,#FF0000,41,317,143,2,Yellow   ,Pink     ,0.61,0,0.17,0.03,0.04,0.05,0.25,0.25,0.3,0.25,0.25
57582b17cd76a,26,Male,32,yes,objTwoColors,#FF0000,5,0,11,4,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.34,0.32,0.15,0.32,0.32
5710d28fec2d1,30,Male,32,no,objTwoColors,#FF0000,0,6,83,1,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.32,0.32,0.15,0.32,0.32
5711106ab212a,33,Male,32,no,objTwoColors,#FF0000,35,221,85,1,Yellow   ,Blue     ,0.78,0.32,0.15,0.09,0.17,0.09,0.36,0.38,0.54,0.38,0.38
5711148c11035,35,Male,22,no,objTwoColors,#FF0000,317,59,45,2,Pink     ,Green    ,0.06,0.01,0.15,0.04,0.02,0.02,0.6,0.6,0.51,0.6,0.6
571153ca15566,32,Male,32,no,objTwoColors,#FF0000,45,0,397,1,Yellow   ,Red      ,0.59,0.08,0.18,0.06,0.09,0.13,0.54,0.53,0.34,0.53,0.53
571252e6d2e70,31,Female,32,no,objTwoColors,#FF0000,22,332,1197,3,Red      ,Magenta  ,0.57,0,0.07,0.09,0.09,0.14,0.25,0.25,0.06,0.25,0.25
57153eb9b4bed,35,Female,31,no,objTwoColors,#FF0000,342,0,166,3,Red      ,Red      ,0.54,0.02,0.05,0.13,0.13,0.19,0.4,0.38,0.2,0.39,0.38
57190633f233f,30,Male,32,no,objTwoColors,#FF0000,7,0,109,1,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.34,0.33,0.15,0.33,0.33
573607add000c,38,Male,5,no,objTwoColors,#FF0000,3,349,304,5,Red      ,Red      ,0.59,0.01,0.01,0.14,0.14,0.2,0.3,0.3,0.13,0.3,0.3
573a059da0efd,31,Female,32,yes,objTwoColors,#FF0000,0,0,0,1,Red      ,Red      ,0.61,0,0.01,0.15,0.15,0.21,0.33,0.32,0.15,0.32,0.32
573c783748e8b,37,Female,32,yes,objTwoColors,#FF0000,3,354,474,3,Red      ,Red      ,0.6,0,0,0.14,0.15,0.2,0.32,0.31,0.14,0.31,0.31
5740a8b59d448,31,Female,32,yes,objTwoColors,#FF0000,0,332,621,4,Red      ,Magenta  ,0.59,0.04,0.04,0.12,0.11,0.17,0.18,0.18,0.01,0.18,0.18
5740b686127bb,32,Male,32,yes,objTwoColors,#FF0000,23,11,24,3,Orange   ,Red      ,0.56,0.05,0.07,0.11,0.12,0.17,0.4,0.4,0.21,0.4,0.4
5745b5cbe3caa,34,Female,32,no,objTwoColors,#FF0000,1,18,103,3,Red      ,Red      ,0.56,0.02,0,0.12,0.14,0.19,0.31,0.31,0.14,0.31,0.31
574859b8f3379,30,Male,32,yes,objTwoColors,#FF0000,1,0,552,1,Red      ,Red      ,0.61,0,0,0.15,0.15,0.21,0.33,0.32,0.15,0.32,0.32
5710cd289f4c3,46,Female,1,no,objTwoColors,#FF0000,0,0,0,0,Red      ,Red      ,0.61,0,0.01,0.15,0.15,0.21,0.33,0.32,0.15,0.32,0.32
57110028bc74b,48,Female,32,no,objTwoColors,#FF0000,0,37,50,3,Red      ,Yellow   ,0.44,0.05,0.01,0.08,0.11,0.14,0.3,0.3,0.18,0.3,0.3
57112d8509632,45,Female,32,no,objTwoColors,#FF0000,5,5,31,5,Red      ,Red      ,0.59,0.01,0,0.14,0.15,0.21,0.33,0.32,0.15,0.32,0.32
571154184c9bd,47,Female,32,no,objTwoColors,#FF0000,344,54,395,1,Red      ,Green    ,0.29,0.06,0.03,0.03,0.06,0.09,0.38,0.38,0.29,0.38,0.38
571183866d73f,48,Female,32,no,objTwoColors,#FF0000,59,36,105,5,Green    ,Yellow   ,0.46,0.23,0.24,0.08,0.13,0.12,0.58,0.57,0.44,0.57,0.57
571290e28820b,43,Female,10,no,objTwoColors,#FF0000,4,5,161,3,Red      ,Red      ,0.59,0.01,0,0.14,0.15,0.21,0.32,0.32,0.15,0.32,0.32
5713b10383207,40,Male,32,no,objTwoColors,#FF0000,288,57,661,2,Navy-Blue,Green    ,0.11,0.01,0.27,0.08,0.07,0.05,0.75,0.76,0.66,0.76,0.76
573664e1a4a96,49,Male,18,no,objTwoColors,#FF0000,314,49,67,3,Pink     ,Green    ,0.09,0,0.17,0.02,0.03,0.03,0.6,0.6,0.49,0.6,0.6
573c70dabcfe0,49,Male,32,yes,objTwoColors,#FF0000,56,245,508,4,Green    ,Blue     ,0.85,0.16,0.22,0.12,0.18,0.1,0.5,0.51,0.67,0.51,0.51
5740ad339507d,40,Male,32,yes,objTwoColors,#FF0000,275,54,584,2,Blue     ,Green    ,0.18,0.05,0.3,0.09,0.1,0.07,0.81,0.81,0.71,0.81,0.81
5740e3f36a945,49,Female,32,yes,objTwoColors,#FF0000,353,0,128,3,Red      ,Red      ,0.59,0,0.01,0.14,0.15,0.21,0.34,0.33,0.15,0.33,0.33
5776cc574bf84,45,Female,21,no,objTwoColors,#FF0000,1,0,490,5,Red      ,Red      ,0.61,0,0,0.15,0.15,0.21,0.33,0.32,0.15,0.32,0.32
5710e540a9514,52,Female,32,no,objTwoColors,#FF0000,308,57,143,4,Pink     ,Green    ,0.01,0,0.2,0.05,0.04,0.01,0.65,0.66,0.56,0.66,0.66
571163013744e,53,Female,13,no,objTwoColors,#FF0000,52,18,41,3,Green    ,Red      ,0.55,0.15,0.21,0.06,0.09,0.12,0.56,0.55,0.37,0.55,0.55
5711800f2c5f3,59,Female,31,no,objTwoColors,#FF0000,32,220,473,1,Orange   ,Blue     ,0.78,0.33,0.14,0.08,0.17,0.09,0.34,0.35,0.52,0.35,0.35
571289ef76e18,55,Female,31,no,objTwoColors,#FF0000,53,37,85,5,Green    ,Yellow   ,0.44,0.21,0.22,0.08,0.12,0.12,0.55,0.55,0.41,0.55,0.55
57149713464b1,51,Female,32,no,objTwoColors,#FF0000,0,0,0,1,Red      ,Red      ,0.61,0,0.01,0.15,0.15,0.21,0.33,0.32,0.15,0.32,0.32
5716e9900f6ea,58,Female,31,no,objTwoColors,#FF0000,56,310,280,3,Green    ,Pink     ,0.66,0,0.22,0.04,0.04,0.01,0.29,0.28,0.43,0.28,0.28
5739ff85289b2,56,Female,25,yes,objTwoColors,#FF0000,150,35,54,2,Teal     ,Yellow   ,0.46,0.4,0.33,0.08,0.21,0.14,0.71,0.7,0.57,0.7,0.7
57112b9e10661,64,Female,34,no,objTwoColors,#FF0000,29,344,329,2,Orange   ,Red      ,0.56,0.01,0.1,0.09,0.1,0.14,0.39,0.38,0.2,0.38,0.38
571165992a5c1,67,Female,32,no,objTwoColors,#FF0000,347,50,156,3,Red      ,Green    ,0.33,0.05,0.03,0.05,0.07,0.11,0.36,0.35,0.26,0.36,0.35
5713b961c216a,647,Male,11,no,objTwoColors,#FF0000,2,10,40,5,Red      ,Red      ,0.59,0.01,0,0.14,0.15,0.2,0.32,0.32,0.15,0.32,0.32
5740b0f8e9734,62,Male,33,yes,objTwoColors,#FF0000,5,0,46,5,Red      ,Red      ,0.6,0,0,0.14,0.15,0.21,0.34,0.32,0.15,0.32,0.32
5740bda9be3dc,83,Female,32,yes,objTwoColors,#FF0000,8,0,225,5,Red      ,Red      ,0.6,0,0.01,0.14,0.15,0.2,0.34,0.33,0.15,0.33,0.33
