id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6,distance_pair7,distance_pair8,distance_pair9
5710d9dcc23f0,21,Male,18,no,objTwoColors,#FF007F,327,320,43,3,Magenta  ,Pink     ,0.66,0.05,0.06,0.16,0.17,0.11,0.27,0.27,0.27,0.27,0.27,0.43,0.42,0.32,0.42
5710dc97aac05,20,Male,6,no,objTwoColors,#FF007F,353,254,428,1,Red      ,Blue     ,1.05,0.19,0.15,0.1,0.18,0.12,0.23,0.25,0.41,0.25,0.25,0.82,0.82,0.64,0.82
5710e60f69205,24,Female,31,no,objTwoColors,#FF007F,342,0,713,2,Red      ,Red      ,0.76,0.14,0.07,0.22,0.28,0.23,0.4,0.38,0.2,0.39,0.38,0.54,0.53,0.33,0.51
5710ea84d4c6f,25,Male,5,no,objTwoColors,#FF007F,308,352,833,3,Pink     ,Red      ,0.5,0,0.22,0.16,0.19,0.14,0.63,0.63,0.44,0.63,0.63,0.27,0.28,0.42,0.27
5710ee3fd83e6,23,Male,7,no,objTwoColors,#FF007F,0,328,119,5,Red      ,Magenta  ,0.82,0.11,0.11,0.2,0.25,0.2,0.15,0.15,0.04,0.15,0.15,0.6,0.58,0.39,0.57
5710ee9e58646,25,Female,32,yes,objTwoColors,#FF007F,226,355,333,3,Blue     ,Red      ,0.3,0.25,0.32,0.09,0.18,0.1,0.86,0.86,0.67,0.86,0.86,0.5,0.5,0.65,0.49
571103343658b,20,Female,32,no,objTwoColors,#FF007F,327,330,185,4,Magenta  ,Magenta  ,0.63,0.01,0.07,0.16,0.18,0.12,0.35,0.35,0.19,0.35,0.35,0.4,0.39,0.28,0.39
5711149df2d2a,20,Male,7,no,objTwoColors,#FF007F,4,167,509,5,Red      ,Green    ,0.75,0.35,0.1,0.06,0.02,0.1,0.25,0.26,0.32,0.26,0.26,0.52,0.52,0.37,0.53
57111f6c42412,22,Male,34,no,objTwoColors,#FF007F,331,0,107,5,Magenta  ,Red      ,0.68,0.11,0.11,0.2,0.25,0.2,0.48,0.47,0.28,0.47,0.47,0.45,0.44,0.26,0.42
5711231e370f2,24,Male,32,yes,objTwoColors,#FF007F,342,0,1084,4,Red      ,Red      ,0.76,0.14,0.07,0.22,0.28,0.23,0.4,0.38,0.2,0.39,0.38,0.54,0.53,0.33,0.51
571128aba60e2,22,Female,5,no,objTwoColors,#FF007F,344,0,130,3,Red      ,Red      ,0.78,0.14,0.07,0.22,0.28,0.23,0.38,0.37,0.19,0.37,0.37,0.55,0.54,0.34,0.52
57112a657ac25,20,Female,24,no,objTwoColors,#FF007F,329,0,63,3,Magenta  ,Red      ,0.66,0.11,0.12,0.2,0.25,0.2,0.5,0.48,0.3,0.49,0.48,0.44,0.43,0.28,0.41
57112cec29456,26,Male,11,no,objTwoColors,#FF007F,3,223,70,5,Red      ,Blue     ,1.04,0.24,0.16,0.08,0.16,0.09,0.21,0.23,0.4,0.23,0.23,0.81,0.81,0.63,0.81
57112da850667,22,Female,47,no,objTwoColors,#FF007F,284,352,256,3,Purple   ,Red      ,0.38,0.1,0.3,0.13,0.17,0.12,0.75,0.75,0.56,0.75,0.75,0.39,0.4,0.54,0.39
57112edad4a17,23,Male,10,no,objTwoColors,#FF007F,2,0,55,4,Red      ,Red      ,0.83,0.16,0.07,0.24,0.29,0.25,0.33,0.32,0.15,0.32,0.32,0.61,0.59,0.39,0.57
5711300507308,21,Female,13,no,objTwoColors,#FF007F,34,52,348,5,Yellow   ,Green    ,0.54,0.2,0.19,0.14,0.17,0.17,0.47,0.47,0.38,0.47,0.47,0.33,0.32,0.17,0.31
571130c5cd6e9,24,Female,32,no,objTwoColors,#FF007F,12,184,102,3,Red      ,Blue     ,0.82,0.38,0.13,0.03,0.02,0.05,0.22,0.22,0.32,0.22,0.22,0.6,0.6,0.44,0.6
571130d934bda,22,Female,32,no,objTwoColors,#FF007F,301,56,162,4,Pink     ,Green    ,0.2,0.16,0.26,0.05,0.12,0.03,0.69,0.69,0.6,0.69,0.69,0.04,0.05,0.24,0.05
571137a34931a,27,Female,25,no,objTwoColors,#FF007F,7,0,45,2,Red      ,Red      ,0.83,0.16,0.07,0.23,0.29,0.25,0.34,0.33,0.15,0.33,0.33,0.6,0.59,0.39,0.57
571138253c724,21,Male,8,no,objTwoColors,#FF007F,181,10,363,3,Blue     ,Red      ,0.53,0.37,0.32,0.04,0.03,0.06,0.74,0.73,0.55,0.74,0.73,0.46,0.46,0.53,0.45
57113a5534205,22,Male,31,no,objTwoColors,#FF007F,5,223,410,5,Red      ,Blue     ,1.04,0.23,0.16,0.08,0.16,0.09,0.22,0.23,0.4,0.23,0.23,0.81,0.81,0.63,0.81
57113b7f16c4b,22,Male,31,no,objTwoColors,#FF007F,3,208,119,3,Red      ,NA       ,0.97,0.28,0.15,0.06,0.11,0.04,0.18,0.2,0.36,0.2,0.2,0.74,0.73,0.56,0.73
57113b9642c48,21,Female,9,no,objTwoColors,#FF007F,266,0,510,5,Blue     ,Red      ,0.32,0.13,0.35,0.11,0.17,0.12,0.85,0.83,0.65,0.83,0.83,0.47,0.48,0.62,0.46
57113de4aed1a,21,Male,31,no,objTwoColors,#FF007F,5,312,160,4,Red      ,Pink     ,0.87,0.07,0.14,0.17,0.2,0.15,0.04,0.03,0.16,0.03,0.03,0.64,0.64,0.45,0.63
57113e3362c9f,24,Male,6,no,objTwoColors,#FF007F,12,56,356,2,Red      ,Green    ,0.55,0.17,0.09,0.14,0.19,0.17,0.36,0.35,0.27,0.35,0.35,0.33,0.32,0.16,0.32
57113e6176346,23,Female,30,no,objTwoColors,#FF007F,0,308,288,2,Red      ,Pink     ,0.88,0.03,0.14,0.17,0.2,0.15,0,0.02,0.19,0.02,0.02,0.66,0.65,0.47,0.65
571151812791a,20,Male,32,yes,objTwoColors,#FF007F,6,209,88,3,Red      ,NA       ,0.97,0.27,0.15,0.06,0.1,0.04,0.19,0.2,0.36,0.21,0.2,0.74,0.74,0.57,0.74
5711613cca97d,23,Female,2,no,objTwoColors,#FF007F,223,54,370,5,Blue     ,Green    ,0.05,0.37,0.3,0.02,0.03,0.04,0.87,0.86,0.77,0.86,0.86,0.23,0.24,0.4,0.23
5711641931da5,20,Female,32,no,objTwoColors,#FF007F,5,0,295,2,Red      ,Red      ,0.83,0.16,0.07,0.23,0.29,0.25,0.34,0.32,0.15,0.32,0.32,0.6,0.59,0.39,0.57
57116b9b879bf,20,Male,32,no,objTwoColors,#FF007F,304,320,8,4,Pink     ,Pink     ,0.5,0.14,0.13,0.13,0.17,0.13,0.43,0.43,0.43,0.43,0.43,0.31,0.32,0.48,0.32
57119224388ef,24,Male,31,no,objTwoColors,#FF007F,273,49,533,5,Blue     ,Green    ,0.11,0.09,0.33,0.02,0.08,0.03,0.81,0.81,0.7,0.81,0.81,0.21,0.22,0.37,0.21
5711ace2ee7ed,24,Male,32,no,objTwoColors,#FF007F,8,0,30,5,Red      ,Red      ,0.83,0.16,0.08,0.23,0.29,0.25,0.34,0.33,0.15,0.33,0.33,0.6,0.59,0.39,0.57
5711cbde51bb0,24,Male,31,no,objTwoColors,#FF007F,201,23,250,3,Navy-Blue,Orange   ,0.35,0.4,0.26,0.02,0.02,0.01,0.77,0.76,0.59,0.76,0.76,0.37,0.38,0.5,0.37
571214121717c,22,Male,32,no,objTwoColors,#FF007F,56,259,194,2,Green    ,Blue     ,1.01,0.06,0.28,0.02,0.05,0.04,0.48,0.49,0.65,0.49,0.49,0.83,0.83,0.76,0.83
5712197fbccd5,24,Female,32,no,objTwoColors,#FF007F,0,301,294,2,Red      ,Pink     ,0.91,0,0.15,0.16,0.19,0.13,0.03,0.05,0.23,0.05,0.05,0.69,0.68,0.5,0.67
57121e2a63601,21,Male,31,no,objTwoColors,#FF007F,353,23,279,1,Red      ,Orange   ,0.74,0.16,0.06,0.21,0.27,0.22,0.31,0.31,0.15,0.31,0.31,0.51,0.5,0.3,0.49
57122801e1da9,23,Male,17,no,objTwoColors,#FF007F,343,0,169,2,Red      ,Red      ,0.77,0.14,0.07,0.22,0.28,0.23,0.39,0.38,0.19,0.38,0.38,0.55,0.53,0.33,0.51
57123bec83e8e,21,Male,32,no,objTwoColors,#FF007F,189,358,281,3,Cyan     ,Red      ,0.5,0.33,0.29,0.03,0.05,0.03,0.75,0.75,0.56,0.75,0.75,0.46,0.45,0.56,0.44
57123e4050550,20,Female,40,no,objTwoColors,#FF007F,344,0,169,3,Red      ,Red      ,0.78,0.14,0.07,0.22,0.28,0.23,0.38,0.37,0.19,0.37,0.37,0.55,0.54,0.34,0.52
571243bcc8142,24,Male,12,no,objTwoColors,#FF007F,351,229,518,5,Red      ,Blue     ,1.04,0.25,0.14,0.09,0.2,0.12,0.24,0.26,0.42,0.26,0.26,0.82,0.81,0.63,0.81
571247f66fb51,27,Male,32,no,objTwoColors,#FF007F,269,351,649,3,Blue     ,Red      ,0.32,0.15,0.34,0.11,0.17,0.12,0.82,0.81,0.62,0.81,0.81,0.45,0.46,0.6,0.45
571260c120253,22,Male,32,no,objTwoColors,#FF007F,13,233,97,3,Red      ,Blue     ,1.05,0.19,0.17,0.08,0.17,0.11,0.26,0.27,0.43,0.28,0.27,0.83,0.82,0.65,0.82
57127bcfaafb0,22,Female,32,no,objTwoColors,#FF007F,5,59,246,3,Red      ,Green    ,0.55,0.17,0.07,0.14,0.19,0.17,0.35,0.34,0.27,0.34,0.34,0.32,0.32,0.17,0.33
5712bd55a8a13,27,Female,32,no,objTwoColors,#FF007F,330,0,309,5,Magenta  ,Red      ,0.67,0.11,0.11,0.2,0.25,0.2,0.49,0.48,0.29,0.48,0.48,0.45,0.44,0.27,0.42
5712c2b021f58,22,Female,32,no,objTwoColors,#FF007F,176,12,57,5,Blue     ,Red      ,0.54,0.37,0.33,0.04,0.03,0.07,0.73,0.73,0.54,0.73,0.73,0.47,0.47,0.52,0.46
5712c57f97f25,25,Female,31,no,objTwoColors,#FF007F,234,281,499,4,Blue     ,Purple   ,0.43,0.38,0.44,0.18,0.32,0.3,0.69,0.7,0.86,0.7,0.7,0.66,0.68,0.85,0.68
5713923c1bbc7,24,Female,27,no,objTwoColors,#FF007F,301,278,373,2,Pink     ,Blue     ,0.63,0.26,0.09,0.12,0.22,0.21,0.5,0.52,0.68,0.52,0.52,0.47,0.49,0.67,0.49
5713a02a13044,24,Female,32,yes,objTwoColors,#FF007F,343,0,150,3,Red      ,Red      ,0.77,0.14,0.07,0.22,0.28,0.23,0.39,0.38,0.19,0.38,0.38,0.55,0.53,0.33,0.51
5713acb331c3c,24,Female,7,no,objTwoColors,#FF007F,93,0,8,1,Green    ,Red      ,0.82,0.22,0.38,0.1,0.16,0.18,0.73,0.71,0.53,0.71,0.71,0.69,0.68,0.62,0.66
5713d766113e9,21,Male,4,no,objTwoColors,#FF007F,327,327,241,5,Magenta  ,Magenta  ,0.64,0.02,0.06,0.16,0.18,0.12,0.32,0.32,0.21,0.32,0.32,0.41,0.4,0.29,0.39
5713dd915ca28,24,Female,20,no,objTwoColors,#FF007F,2,12,80,1,Red      ,Red      ,0.8,0.16,0.07,0.23,0.29,0.24,0.32,0.32,0.15,0.32,0.32,0.58,0.56,0.36,0.55
5713fc80c942a,23,Female,32,no,objTwoColors,#FF007F,3,179,113,4,Red      ,Blue     ,0.81,0.36,0.12,0.05,0.02,0.06,0.21,0.22,0.31,0.22,0.22,0.58,0.58,0.41,0.58
5714c6c26c2f6,21,Male,11,no,objTwoColors,#FF007F,307,350,646,2,Pink     ,Red      ,0.49,0.01,0.22,0.16,0.18,0.13,0.63,0.62,0.44,0.63,0.62,0.27,0.28,0.42,0.27
572767049ccfa,24,Male,32,yes,objTwoColors,#FF007A,5,116,118,4,Red      ,Green    ,0.7,0.27,0.07,0.1,0.16,0.18,0.44,0.44,0.41,0.44,0.44,0.47,0.47,0.32,0.48
57276731cfba9,20,Male,5,no,objTwoColors,#FF007F,3,106,397,3,Red      ,Green    ,0.69,0.25,0.07,0.1,0.16,0.18,0.42,0.43,0.4,0.43,0.43,0.46,0.46,0.32,0.47
57276995206d6,23,Male,3,no,objTwoColors,#FF007F,209,353,291,3,NA       ,Red      ,0.37,0.3,0.25,0.07,0.14,0.05,0.8,0.8,0.61,0.8,0.8,0.45,0.46,0.59,0.45
5727e49793f7b,22,Male,10,no,objTwoColors,#FF007F,0,304,217,4,Red      ,Pink     ,0.9,0.02,0.14,0.16,0.19,0.14,0.02,0.04,0.21,0.04,0.04,0.68,0.67,0.49,0.66
572c85675a5ef,23,Male,32,yes,objTwoColors,#FF007F,221,8,77,5,Blue     ,Red      ,0.3,0.23,0.29,0.08,0.14,0.08,0.85,0.85,0.66,0.85,0.85,0.48,0.48,0.63,0.47
5734918f46823,26,Male,32,no,objTwoColors,#FF007F,311,56,124,2,Pink     ,Green    ,0.26,0.16,0.2,0.06,0.12,0.06,0.63,0.63,0.54,0.63,0.63,0.03,0.02,0.18,0.02
5735d3455a84c,29,Male,32,no,objTwoColors,#FF007F,0,289,663,3,Red      ,Navy-Blue,0.95,0.04,0.15,0.14,0.18,0.12,0.09,0.11,0.28,0.11,0.11,0.73,0.72,0.54,0.72
5738cf3d97a58,23,Male,32,no,objTwoColors,#FF007F,3,0,1,4,Red      ,Red      ,0.83,0.16,0.07,0.24,0.29,0.25,0.33,0.32,0.15,0.32,0.32,0.6,0.59,0.39,0.57
573a0b8280839,29,Male,21,yes,objTwoColors,#FF007A,47,37,45,3,Green    ,Yellow   ,0.62,0.2,0.25,0.14,0.17,0.17,0.52,0.52,0.38,0.52,0.52,0.43,0.42,0.3,0.41
573e4022949b1,24,Male,32,yes,objTwoColors,#FF007A,333,0,151,5,Magenta  ,Red      ,0.7,0.12,0.1,0.2,0.26,0.21,0.47,0.45,0.27,0.45,0.45,0.47,0.46,0.26,0.44
573e47c26cb8e,24,Male,32,yes,objTwoColors,#FF007A,3,40,138,3,Red      ,Yellow   ,0.64,0.15,0.07,0.17,0.23,0.19,0.31,0.31,0.2,0.31,0.31,0.41,0.4,0.2,0.39
573e4d0eb795b,24,Male,32,yes,objTwoColors,#FF007A,331,0,79,5,Magenta  ,Red      ,0.68,0.11,0.11,0.2,0.25,0.2,0.48,0.47,0.28,0.47,0.47,0.45,0.44,0.26,0.42
573ec4275ba17,24,Female,32,yes,objTwoColors,#FF007A,0,3,1,3,Red      ,Red      ,0.83,0.16,0.07,0.24,0.29,0.25,0.32,0.32,0.15,0.32,0.32,0.61,0.58,0.39,0.57
573edae85268b,27,Male,32,yes,objTwoColors,#FF007A,358,300,383,3,Red      ,Pink     ,0.91,0.01,0.14,0.16,0.19,0.13,0.04,0.06,0.23,0.06,0.06,0.68,0.68,0.5,0.68
57410611290e3,22,Other,5,no,objTwoColors,#FF007F,357,0,121,3,Red      ,Red      ,0.83,0.16,0.06,0.24,0.29,0.25,0.33,0.32,0.15,0.32,0.32,0.6,0.59,0.39,0.57
574297edae49c,24,Male,32,no,objTwoColors,#FF007F,333,327,163,5,Magenta  ,Magenta  ,0.69,0,0.06,0.17,0.19,0.13,0.28,0.27,0.17,0.27,0.27,0.46,0.45,0.26,0.44
57451c3b38192,23,Female,32,no,objTwoColors,#FF007F,0,333,101,5,Red      ,Magenta  ,0.81,0.12,0.1,0.2,0.26,0.21,0.19,0.19,0.02,0.19,0.19,0.59,0.57,0.38,0.56
5745500f6e643,24,Female,32,no,objTwoColors,#FF007F,342,0,206,4,Red      ,Red      ,0.76,0.14,0.07,0.22,0.28,0.23,0.4,0.38,0.2,0.39,0.38,0.54,0.53,0.33,0.51
57459c393bbd0,29,Male,31,no,objTwoColors,#FF007F,10,208,338,3,Red      ,NA       ,0.96,0.26,0.16,0.06,0.09,0.04,0.2,0.21,0.36,0.21,0.21,0.74,0.73,0.56,0.73
5756ab1701ba0,21,Male,32,yes,objTwoColors,#FF007A,342,0,217,5,Red      ,Red      ,0.76,0.14,0.07,0.22,0.28,0.23,0.4,0.38,0.2,0.39,0.38,0.54,0.53,0.33,0.51
5756ae6897296,21,Male,32,yes,objTwoColors,#FF007A,231,270,194,4,Blue     ,Blue     ,0.48,0.39,0.43,0.19,0.33,0.32,0.73,0.75,0.9,0.75,0.75,0.7,0.72,0.89,0.72
5756b2d9bd658,23,Female,32,yes,objTwoColors,#FF007A,46,309,403,4,Green    ,Pink     ,0.84,0.16,0.25,0.07,0.14,0.07,0.23,0.22,0.38,0.22,0.22,0.64,0.65,0.54,0.64
5757fd2703090,22,Male,32,yes,objTwoColors,#FF007F,333,0,101,2,Magenta  ,Red      ,0.7,0.12,0.1,0.2,0.26,0.21,0.47,0.45,0.27,0.45,0.45,0.47,0.46,0.26,0.44
5757ffca0b4b1,24,Male,32,yes,objTwoColors,#FF007F,329,0,73,5,Magenta  ,Red      ,0.66,0.11,0.12,0.2,0.25,0.2,0.5,0.48,0.3,0.49,0.48,0.44,0.43,0.28,0.41
57581518c2c07,25,Male,32,yes,objTwoColors,#FF007F,75,326,258,4,Yellow   ,Magenta  ,0.79,0.15,0.34,0.04,0.11,0.1,0.47,0.46,0.38,0.46,0.46,0.64,0.63,0.57,0.63
57582b17cd76a,26,Male,32,yes,objTwoColors,#FF007F,202,12,229,3,Navy-Blue,Red      ,0.39,0.27,0.26,0.04,0.06,0.02,0.79,0.79,0.6,0.79,0.79,0.42,0.43,0.55,0.42
