id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6,distance_pair7,distance_pair8,distance_pair9
5745500f6e643,24,Female,32,no,objTwoColors,#FF007F,342,0,206,4,Red      ,Red      ,0.76,0.14,0.07,0.22,0.28,0.23,0.4,0.38,0.2,0.39,0.38,0.54,0.53,0.33,0.51
57459c393bbd0,29,Male,31,no,objTwoColors,#FF007F,10,208,338,3,Red      ,NA       ,0.96,0.26,0.16,0.06,0.09,0.04,0.2,0.21,0.36,0.21,0.21,0.74,0.73,0.56,0.73
5756ab1701ba0,21,Male,32,yes,objTwoColors,#FF007A,342,0,217,5,Red      ,Red      ,0.76,0.14,0.07,0.22,0.28,0.23,0.4,0.38,0.2,0.39,0.38,0.54,0.53,0.33,0.51
5756ae6897296,21,Male,32,yes,objTwoColors,#FF007A,231,270,194,4,Blue     ,Blue     ,0.48,0.39,0.43,0.19,0.33,0.32,0.73,0.75,0.9,0.75,0.75,0.7,0.72,0.89,0.72
5756b2d9bd658,23,Female,32,yes,objTwoColors,#FF007A,46,309,403,4,Green    ,Pink     ,0.84,0.16,0.25,0.07,0.14,0.07,0.23,0.22,0.38,0.22,0.22,0.64,0.65,0.54,0.64
5757fd2703090,22,Male,32,yes,objTwoColors,#FF007F,333,0,101,2,Magenta  ,Red      ,0.7,0.12,0.1,0.2,0.26,0.21,0.47,0.45,0.27,0.45,0.45,0.47,0.46,0.26,0.44
5757ffca0b4b1,24,Male,32,yes,objTwoColors,#FF007F,329,0,73,5,Magenta  ,Red      ,0.66,0.11,0.12,0.2,0.25,0.2,0.5,0.48,0.3,0.49,0.48,0.44,0.43,0.28,0.41
57581518c2c07,25,Male,32,yes,objTwoColors,#FF007F,75,326,258,4,Yellow   ,Magenta  ,0.79,0.15,0.34,0.04,0.11,0.1,0.47,0.46,0.38,0.46,0.46,0.64,0.63,0.57,0.63
57582b17cd76a,26,Male,32,yes,objTwoColors,#FF007F,202,12,229,3,Navy-Blue,Red      ,0.39,0.27,0.26,0.04,0.06,0.02,0.79,0.79,0.6,0.79,0.79,0.42,0.43,0.55,0.42
5710d28fec2d1,30,Male,32,no,objTwoColors,#FF007F,0,233,59,1,Red      ,Blue     ,1.06,0.22,0.17,0.09,0.19,0.12,0.23,0.25,0.42,0.25,0.25,0.84,0.83,0.66,0.83
5711106ab212a,33,Male,32,no,objTwoColors,#FF007F,4,159,375,2,Red      ,Green    ,0.72,0.33,0.09,0.07,0.06,0.12,0.29,0.3,0.33,0.3,0.3,0.49,0.49,0.34,0.5
5711148c11035,35,Male,22,no,objTwoColors,#FF007F,308,61,495,2,Pink     ,Green    ,0.24,0.16,0.22,0.04,0.11,0.05,0.66,0.66,0.58,0.66,0.66,0.01,0.02,0.22,0.03
571153ca15566,32,Male,32,no,objTwoColors,#FF007F,308,196,1095,1,Pink     ,LI-Blue  ,0.58,0.39,0.09,0.1,0.23,0.16,0.49,0.51,0.63,0.51,0.51,0.35,0.37,0.54,0.37
571252e6d2e70,31,Female,32,no,objTwoColors,#FF007F,1,0,61,5,Red      ,Red      ,0.83,0.16,0.07,0.24,0.3,0.25,0.33,0.32,0.15,0.32,0.32,0.61,0.59,0.39,0.57
57153eb9b4bed,35,Female,31,no,objTwoColors,#FF007F,0,1,202,5,Red      ,Red      ,0.83,0.16,0.07,0.24,0.3,0.25,0.33,0.32,0.15,0.32,0.32,0.61,0.58,0.39,0.57
57190633f233f,30,Male,32,no,objTwoColors,#FF007F,4,208,355,2,Red      ,NA       ,0.97,0.27,0.15,0.06,0.11,0.04,0.18,0.2,0.36,0.2,0.2,0.74,0.73,0.56,0.73
5727635041e99,38,Male,5,no,objTwoColors,#FF007F,350,0,240,5,Red      ,Red      ,0.81,0.15,0.06,0.23,0.29,0.25,0.35,0.34,0.16,0.34,0.34,0.58,0.57,0.37,0.55
5727d86840dc8,37,Male,7,no,objTwoColors,#FF007F,2,238,239,3,Red      ,Blue     ,1.07,0.2,0.17,0.09,0.19,0.12,0.23,0.25,0.43,0.25,0.25,0.85,0.84,0.67,0.84
573a059da0efd,31,Female,32,yes,objTwoColors,#FF007A,0,0,0,1,Red      ,Red      ,0.83,0.16,0.07,0.24,0.3,0.25,0.33,0.32,0.15,0.32,0.32,0.61,0.59,0.39,0.57
573c783748e8b,37,Female,32,yes,objTwoColors,#FF007A,351,0,539,4,Red      ,Red      ,0.81,0.15,0.06,0.23,0.29,0.25,0.35,0.34,0.15,0.34,0.34,0.59,0.58,0.37,0.56
5740a8b59d448,31,Female,32,yes,objTwoColors,#FF007A,4,0,12,5,Red      ,Red      ,0.83,0.16,0.07,0.24,0.29,0.25,0.33,0.32,0.15,0.32,0.32,0.6,0.59,0.39,0.57
5740b686127bb,32,Male,32,yes,objTwoColors,#FF007A,340,293,245,3,Red      ,DK-Purple,0.86,0.11,0.09,0.13,0.17,0.11,0.15,0.17,0.33,0.17,0.17,0.63,0.63,0.45,0.62
5745b5cbe3caa,34,Female,32,no,objTwoColors,#FF007F,330,341,294,3,Magenta  ,Red      ,0.65,0.04,0.08,0.18,0.21,0.16,0.41,0.41,0.22,0.41,0.41,0.43,0.42,0.25,0.41
574859b8f3379,30,Male,32,yes,objTwoColors,#FF007A,359,190,600,3,Red      ,Sky-Blue ,0.86,0.32,0.13,0.03,0.05,0.03,0.18,0.19,0.32,0.19,0.19,0.63,0.63,0.47,0.63
57110028bc74b,48,Female,32,no,objTwoColors,#FF007F,0,323,89,5,Red      ,Magenta  ,0.83,0.09,0.12,0.19,0.23,0.18,0.11,0.11,0.08,0.11,0.11,0.61,0.59,0.41,0.59
57112d8509632,45,Female,32,no,objTwoColors,#FF007F,350,229,180,2,Red      ,Blue     ,1.04,0.26,0.14,0.09,0.2,0.12,0.24,0.26,0.43,0.26,0.26,0.81,0.8,0.63,0.8
571154184c9bd,47,Female,32,no,objTwoColors,#FF007F,13,0,72,1,Red      ,Red      ,0.82,0.16,0.09,0.23,0.29,0.24,0.36,0.34,0.16,0.35,0.34,0.6,0.58,0.38,0.56
571183866d73f,48,Female,32,no,objTwoColors,#FF007F,357,0,223,5,Red      ,Red      ,0.83,0.16,0.06,0.24,0.29,0.25,0.33,0.32,0.15,0.32,0.32,0.6,0.59,0.39,0.57
571290e28820b,43,Female,10,no,objTwoColors,#FF007F,7,0,132,5,Red      ,Red      ,0.83,0.16,0.07,0.23,0.29,0.25,0.34,0.33,0.15,0.33,0.33,0.6,0.59,0.39,0.57
5713b10383207,40,Male,32,no,objTwoColors,#FF007F,350,0,155,4,Red      ,Red      ,0.81,0.15,0.06,0.23,0.29,0.25,0.35,0.34,0.16,0.34,0.34,0.58,0.57,0.37,0.55
5713ce8c57c5e,40,Female,2,no,objTwoColors,#FF007F,291,342,324,5,Navy-Blue,Red      ,0.4,0.11,0.25,0.13,0.17,0.11,0.67,0.66,0.48,0.67,0.66,0.34,0.35,0.5,0.34
573c70dabcfe0,49,Male,32,yes,objTwoColors,#FF007A,348,0,535,2,Red      ,Red      ,0.8,0.15,0.06,0.23,0.29,0.24,0.36,0.35,0.16,0.35,0.35,0.57,0.56,0.36,0.54
5740ad339507d,40,Male,32,yes,objTwoColors,#FF007A,347,0,111,2,Red      ,Red      ,0.79,0.15,0.06,0.23,0.28,0.24,0.37,0.35,0.17,0.36,0.35,0.57,0.56,0.36,0.54
5740e3f36a945,49,Female,32,yes,objTwoColors,#FF007A,330,0,512,3,Magenta  ,Red      ,0.67,0.11,0.11,0.2,0.25,0.2,0.49,0.48,0.29,0.48,0.48,0.45,0.44,0.27,0.42
5710e540a9514,52,Female,32,no,objTwoColors,#FF007F,9,0,9,4,Red      ,Red      ,0.83,0.16,0.08,0.23,0.29,0.25,0.35,0.33,0.15,0.33,0.33,0.6,0.59,0.39,0.57
5711800f2c5f3,59,Female,31,no,objTwoColors,#FF007F,5,201,198,2,Red      ,Navy-Blue,0.92,0.29,0.14,0.04,0.08,0.02,0.18,0.19,0.34,0.19,0.19,0.69,0.69,0.53,0.69
571289ef76e18,55,Female,31,no,objTwoColors,#FF007F,211,258,266,4,Blue     ,Blue     ,0.58,0.4,0.22,0.19,0.31,0.3,0.71,0.73,0.89,0.73,0.73,0.68,0.7,0.87,0.7
57149713464b1,51,Female,32,no,objTwoColors,#FF007F,0,0,0,1,Red      ,Red      ,0.83,0.16,0.07,0.24,0.3,0.25,0.33,0.32,0.15,0.32,0.32,0.61,0.59,0.39,0.57
5716e9900f6ea,58,Female,31,no,objTwoColors,#FF007F,223,10,115,4,Blue     ,Red      ,0.29,0.22,0.3,0.08,0.14,0.09,0.86,0.85,0.67,0.85,0.85,0.47,0.48,0.62,0.47
57363b3954a26,55,Male,16,no,objTwoColors,#FF007F,358,196,248,2,Red      ,LI-Blue  ,0.9,0.31,0.13,0.03,0.07,0.02,0.17,0.19,0.33,0.19,0.19,0.67,0.67,0.5,0.67
5739ff85289b2,56,Female,25,yes,objTwoColors,#FF007A,111,33,10,2,Green    ,Orange   ,0.69,0.3,0.4,0.1,0.19,0.2,0.73,0.73,0.58,0.73,0.73,0.57,0.55,0.51,0.54
57112b9e10661,64,Female,34,no,objTwoColors,#FF007F,17,302,235,2,Red      ,Pink     ,0.89,0.08,0.16,0.14,0.19,0.12,0.08,0.09,0.25,0.09,0.09,0.67,0.66,0.48,0.66
571165992a5c1,67,Female,32,no,objTwoColors,#FF007F,288,353,0,3,Navy-Blue,Red      ,0.4,0.08,0.29,0.13,0.17,0.12,0.73,0.73,0.54,0.73,0.73,0.37,0.38,0.52,0.37
57153d9a56ce0,62,Female,9,no,objTwoColors,#FF007F,0,320,157,5,Red      ,Pink     ,0.84,0.08,0.12,0.19,0.23,0.18,0.09,0.09,0.11,0.09,0.09,0.62,0.6,0.42,0.6
5740b0f8e9734,62,Male,33,yes,objTwoColors,#FF007A,331,0,61,4,Magenta  ,Red      ,0.68,0.11,0.11,0.2,0.25,0.2,0.48,0.47,0.28,0.47,0.47,0.45,0.44,0.26,0.42
5740bda9be3dc,83,Female,32,yes,objTwoColors,#FF007A,342,306,363,5,Red      ,Pink     ,0.82,0.05,0.09,0.15,0.17,0.12,0.08,0.09,0.25,0.1,0.09,0.6,0.6,0.42,0.59
