id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2
573634984323e,19,Male,32,no,objTwoColors,#FF8000,13,56,82,4,Red      ,Green    ,0.04,0.03,0.08,0.03,0.04,0.01,0.71,0.71
57366c199283c,19,Male,32,no,objTwoColors,#FF8000,4,54,57,4,Red      ,Green    ,0.02,0.01,0.08,0.02,0.02,0.01,0.74,0.73
573678e895606,27,Male,2,no,objTwoColors,#FF8000,59,1,126,5,Green    ,Red      ,0.56,0,0.23,0.03,0.03,0.01,0.46,0.45
5738cf3d97a58,23,Male,32,no,objTwoColors,#FF8000,0,45,306,4,Red      ,Yellow   ,0.07,0.05,0.09,0.02,0.03,0.04,0.72,0.72
573a0b8280839,29,Male,21,yes,objTwoColors,#FF7200,52,42,44,3,Green    ,Yellow   ,0.33,0.1,0.21,0.07,0.11,0.06,0.47,0.47
573c70dabcfe0,49,Male,32,yes,objTwoColors,#FF7200,56,92,116,2,Green    ,Green    ,0.39,0.21,0.22,0.14,0.23,0.17,0.55,0.55
573e4022949b1,24,Male,32,yes,objTwoColors,#FF7200,24,0,53,5,Orange   ,Red      ,0.37,0.1,0.08,0.09,0.08,0.12,0.66,0.64
573e47c26cb8e,24,Male,32,yes,objTwoColors,#FF7200,18,47,44,3,Red      ,Green    ,0.11,0.02,0.07,0.02,0.03,0.02,0.68,0.67
573e4d0eb795b,24,Male,32,yes,objTwoColors,#FF7200,7,0,100,3,Red      ,Red      ,0.29,0.12,0.08,0.12,0.11,0.16,0.73,0.72
573edae85268b,27,Male,32,yes,objTwoColors,#FF7200,2,44,103,4,Red      ,Yellow   ,0.07,0.04,0.09,0.03,0.03,0.05,0.72,0.71
5740ad339507d,40,Male,32,yes,objTwoColors,#FF7200,5,0,24,3,Red      ,Red      ,0.29,0.12,0.09,0.12,0.11,0.16,0.74,0.72
5740b0f8e9734,62,Male,33,yes,objTwoColors,#FF7200,27,0,40,4,Orange   ,Red      ,0.38,0.09,0.09,0.08,0.08,0.11,0.64,0.62
5740b686127bb,32,Male,32,yes,objTwoColors,#FF7200,3,52,192,5,Red      ,Green    ,0.03,0.02,0.08,0.02,0.01,0.02,0.73,0.73
574297edae49c,24,Male,32,no,objTwoColors,#FF8000,3,51,36,4,Red      ,Green    ,0.04,0.02,0.08,0.01,0.01,0.02,0.73,0.73
57459c393bbd0,29,Male,31,no,objTwoColors,#FF8000,55,3,112,4,Green    ,Red      ,0.54,0.01,0.22,0.02,0.02,0.01,0.47,0.46
5745f6f039dc9,15,Male,33,no,objTwoColors,#FF8000,0,0,0,4,Red      ,Red      ,0.28,0.12,0.09,0.12,0.11,0.16,0.74,0.73
574859b8f3379,30,Male,32,yes,objTwoColors,#FF7200,8,59,78,5,Red      ,Green    ,0.01,0.02,0.08,0.03,0.04,0.01,0.74,0.73
5756ab1701ba0,21,Male,32,yes,objTwoColors,#FF7200,0,20,39,4,Red      ,Red      ,0.22,0.1,0.09,0.1,0.09,0.13,0.72,0.72
5756ae6897296,21,Male,32,yes,objTwoColors,#FF7200,58,44,140,4,Green    ,Yellow   ,0.34,0.12,0.23,0.08,0.13,0.08,0.45,0.44
5757fd2703090,22,Male,32,yes,objTwoColors,#FF8000,6,59,60,5,Red      ,Green    ,0.01,0.02,0.08,0.03,0.04,0.01,0.74,0.74
5757ffca0b4b1,24,Male,32,yes,objTwoColors,#FF8000,1,56,65,4,Red      ,Green    ,0.01,0.01,0.09,0.02,0.02,0.01,0.74,0.74
57581518c2c07,25,Male,32,yes,objTwoColors,#FF8000,58,350,303,4,Green    ,Red      ,0.54,0.04,0.23,0.03,0.03,0.02,0.44,0.43
57582b17cd76a,26,Male,32,yes,objTwoColors,#FF8000,15,57,54,4,Red      ,Green    ,0.05,0.04,0.07,0.03,0.05,0.01,0.7,0.71
