id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C3_name,distance_expectedC3_blue,distance_expectedC3_orange,distance_HSV_1,distance_HSV_2,distance_LCh,distance_CMYK,distance_RGB,distance_Lab
571103343658b,20,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#8000FF,72,4,NA       ,0.05,0.37,0.05,0.37,0.39,0.21,0.19,0.22
57111f6c42412,22,Male,34,no,twoColorsObj,#00FF00,#FF00FF,#0080FF,89,3,Sky-Blue ,0.08,0.35,0.08,0.35,0.37,0.18,0.16,0.19
5711231e370f2,24,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#FF6755,1375,2,NA       ,0.32,0.09,0.32,0.09,0.12,0.09,0.12,0.09
571123dc69a60,21,Male,4,no,twoColorsObj,#00FF00,#FF00FF,#ffa6a6,252,1,NA       ,0.27,0.16,0.27,0.16,0.18,0.03,0.05,0.03
57112a657ac25,20,Female,24,no,twoColorsObj,#00FF00,#FF00FF,#FF0080,173,2,NA       ,0.28,0.14,0.28,0.14,0.16,0.09,0.11,0.1
57112da850667,22,Female,47,no,twoColorsObj,#00FF00,#FF00FF,#8080FF,72,1,NA       ,0.11,0.32,0.11,0.32,0.34,0.15,0.13,0.16
57112da850667,22,Female,47,no,twoColorsObj,#00FF00,#FF00FF,#ab00ff,140,1,NA       ,0.09,0.33,0.09,0.33,0.35,0.18,0.16,0.19
57112f57403ee,25,Female,14,no,twoColorsObj,#00FF00,#FF00FF,#808000,403,1,NA       ,0.35,0.13,0.35,0.13,0.16,0.1,0.12,0.09
571130c5cd6e9,24,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#808080,217,1,NA       ,0.23,0.2,0.23,0.2,0.23,0.03,0,0.04
571130d934bda,22,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#c9ab00,334,3,NA       ,0.35,0.11,0.35,0.11,0.14,0.09,0.12,0.08
5711338142ff8,23,Male,5,no,twoColorsObj,#00FF00,#FF00FF,#c4ff9e,230,4,NA       ,0.3,0.18,0.3,0.18,0.21,0.05,0.06,0.05
571137a34931a,27,Female,25,no,twoColorsObj,#00FF00,#FF00FF,#c9ab00,25,2,NA       ,0.35,0.11,0.35,0.11,0.14,0.09,0.12,0.08
57113a5534205,22,Male,31,no,twoColorsObj,#00FF00,#FF00FF,#808080,354,4,NA       ,0.23,0.2,0.23,0.2,0.23,0.03,0,0.04
57113b7f16c4b,22,Male,31,no,twoColorsObj,#00FF00,#FF00FF,#91c01d,740,3,NA       ,0.36,0.15,0.36,0.15,0.19,0.11,0.12,0.1
57113b9642c48,21,Female,9,no,twoColorsObj,#00FF00,#FF00FF,#ca8aaa,795,5,NA       ,0.23,0.19,0.23,0.19,0.22,0.03,0.03,0.05
57113de4aed1a,21,Male,31,no,twoColorsObj,#00FF00,#FF00FF,#00FF80,123,2,NA       ,0.32,0.21,0.32,0.21,0.25,0.1,0.11,0.1
57113e6176346,23,Female,30,no,twoColorsObj,#00FF00,#FF00FF,#808000,343,1,NA       ,0.35,0.13,0.35,0.13,0.16,0.1,0.12,0.09
57114d8a4c057,22,Male,9,no,twoColorsObj,#00FF00,#FF00FF,#808000,41,3,NA       ,0.35,0.13,0.35,0.13,0.16,0.1,0.12,0.09
571151812791a,20,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#808080,239,3,NA       ,0.23,0.2,0.23,0.2,0.23,0.03,0,0.04
57115317eb242,22,Male,2,no,twoColorsObj,#00FF00,#FF00FF,#FF8080,513,3,NA       ,0.29,0.13,0.29,0.13,0.15,0.06,0.08,0.06
571153e3025f9,22,Female,11,no,twoColorsObj,#00FF00,#FF00FF,#808000,347,2,NA       ,0.35,0.13,0.35,0.13,0.16,0.1,0.12,0.09
5711641931da5,20,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#5792ff,133,2,Sky-Blue ,0.11,0.32,0.11,0.32,0.34,0.15,0.13,0.16
57116b9b879bf,20,Male,32,no,twoColorsObj,#00FF00,#FF00FF,#FB0080,450,4,NA       ,0.28,0.14,0.28,0.14,0.16,0.09,0.11,0.1
57119224388ef,24,Male,31,no,twoColorsObj,#00FF00,#FF00FF,#ffa100,16,5,NA       ,0.35,0.08,0.35,0.08,0.11,0.1,0.13,0.09
5711ace2ee7ed,24,Male,32,no,twoColorsObj,#00FF00,#FF00FF,#c9b2a2,677,2,NA       ,0.26,0.18,0.26,0.18,0.21,0.01,0.02,0.01
5711cbde51bb0,24,Male,31,no,twoColorsObj,#00FF00,#FF00FF,#c9ab00,312,2,NA       ,0.35,0.11,0.35,0.11,0.14,0.09,0.12,0.08
57120d338509d,28,Male,2,no,twoColorsObj,#00FF00,#FF00FF,#5792ff,669,3,Sky-Blue ,0.11,0.32,0.11,0.32,0.34,0.15,0.13,0.16
571210e10d88b,23,Male,19,no,twoColorsObj,#00FF00,#FF00FF,#00ffb7,1290,2,NA       ,0.27,0.23,0.27,0.23,0.26,0.08,0.07,0.08
571214121717c,22,Male,32,no,twoColorsObj,#00FF00,#FF00FF,#ca0088,292,2,NA       ,0.23,0.19,0.23,0.19,0.2,0.09,0.09,0.09
5712197fbccd5,24,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#c9ab00,32,1,NA       ,0.35,0.11,0.35,0.11,0.14,0.09,0.12,0.08
57121e2a63601,21,Male,31,no,twoColorsObj,#00FF00,#FF00FF,#c4ff9e,3,1,NA       ,0.3,0.18,0.3,0.18,0.21,0.05,0.06,0.05
57123bec83e8e,21,Male,32,no,twoColorsObj,#00FF00,#FF00FF,#FF0000,52,2,NA       ,0.37,0.07,0.37,0.07,0.07,0.15,0.18,0.15
57123e4050550,20,Female,40,no,twoColorsObj,#00FF00,#FF00FF,#c9ab00,31,3,NA       ,0.35,0.11,0.35,0.11,0.14,0.09,0.12,0.08
571243bcc8142,24,Male,12,no,twoColorsObj,#00FF00,#FF00FF,#808080,213,2,NA       ,0.23,0.2,0.23,0.2,0.23,0.03,0,0.04
571247f66fb51,27,Male,32,no,twoColorsObj,#00FF00,#FF00FF,#FFFFFF,106,5,NA       ,0.23,0.2,0.23,0.2,0.23,0.03,0,0.04
571260c120253,22,Male,32,no,twoColorsObj,#00FF00,#FF00FF,#808000,106,2,NA       ,0.35,0.13,0.35,0.13,0.16,0.1,0.12,0.09
57127bcfaafb0,22,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#800080,242,2,NA       ,0.16,0.26,0.16,0.26,0.28,0.12,0.11,0.13
5712bd55a8a13,27,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#FF8000,678,1,NA       ,0.35,0.07,0.35,0.07,0.1,0.11,0.14,0.1
5712c2b021f58,22,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#808000,38,2,NA       ,0.35,0.13,0.35,0.13,0.16,0.1,0.12,0.09
5712c57f97f25,25,Female,31,no,twoColorsObj,#00FF00,#FF00FF,#808080,14,3,NA       ,0.23,0.2,0.23,0.2,0.23,0.03,0,0.04
5713923c1bbc7,24,Female,27,no,twoColorsObj,#00FF00,#FF00FF,#7f00ff,205,2,NA       ,0.05,0.37,0.05,0.37,0.39,0.21,0.19,0.22
5713a02a13044,24,Female,32,yes,twoColorsObj,#00FF00,#FF00FF,#7f00ff,144,3,NA       ,0.05,0.37,0.05,0.37,0.39,0.21,0.19,0.22
5713acb331c3c,24,Female,7,no,twoColorsObj,#00FF00,#FF00FF,#FB0080,66,1,NA       ,0.28,0.14,0.28,0.14,0.16,0.09,0.11,0.1
5713d766113e9,21,Male,4,no,twoColorsObj,#00FF00,#FF00FF,#0080FF,41,3,Sky-Blue ,0.08,0.35,0.08,0.35,0.37,0.18,0.16,0.19
5713dd915ca28,24,Female,20,no,twoColorsObj,#00FF00,#FF00FF,#c9b2a2,951,1,NA       ,0.26,0.18,0.26,0.18,0.21,0.01,0.02,0.01
5713ddde59251,22,Female,1,no,twoColorsObj,#00FF00,#FF00FF,#FFFFFF,0,0,NA       ,0.23,0.2,0.23,0.2,0.23,0.03,0,0.04
5713e73998df9,25,Male,4,no,twoColorsObj,#00FF00,#FF00FF,#800080,156,2,NA       ,0.16,0.26,0.16,0.26,0.28,0.12,0.11,0.13
5713fc80c942a,23,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#c9b2a2,301,1,NA       ,0.26,0.18,0.26,0.18,0.21,0.01,0.02,0.01
5714c6c26c2f6,21,Male,11,no,twoColorsObj,#00FF00,#FF00FF,#008080,738,3,NA       ,0.21,0.26,0.21,0.26,0.29,0.09,0.06,0.09
5714dc153397f,27,Female,3,no,twoColorsObj,#00FF00,#FF00FF,#8000FF,189,1,NA       ,0.05,0.37,0.05,0.37,0.39,0.21,0.19,0.22
572106a31c230,24,Male,16,no,twoColorsObj,#00FF00,#FF00FF,#808080,264,3,NA       ,0.23,0.2,0.23,0.2,0.23,0.03,0,0.04
5727633cd6511,25,Male,11,no,twoColorsObj,#00FF00,#FF00FF,#008080,73,1,NA       ,0.21,0.26,0.21,0.26,0.29,0.09,0.06,0.09
572767049ccfa,24,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#7E7E7E,156,4,NA       ,0.23,0.2,0.23,0.2,0.23,0.03,0,0.04
5727e49793f7b,22,Male,10,no,twoColorsObj,#00FF00,#FF00FF,#00FFFF,112,2,NA       ,0.21,0.26,0.21,0.26,0.29,0.09,0.06,0.09
572baa7f9493c,20,Female,10,no,twoColorsObj,#00FF00,#FF00FF,#c9ab00,445,3,NA       ,0.35,0.11,0.35,0.11,0.14,0.09,0.12,0.08
572c85675a5ef,23,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#c9ab00,66,1,NA       ,0.35,0.11,0.35,0.11,0.14,0.09,0.12,0.08
5734918f46823,26,Male,32,no,twoColorsObj,#00FF00,#FF00FF,#FF0050,83,1,NA       ,0.33,0.1,0.33,0.1,0.11,0.12,0.15,0.12
5734b3efd45eb,26,Male,4,no,twoColorsObj,#00FF00,#FF00FF,#ca0088,456,2,NA       ,0.23,0.19,0.23,0.19,0.2,0.09,0.09,0.09
5735d3455a84c,29,Male,32,no,twoColorsObj,#00FF00,#FF00FF,#c9ab00,447,1,NA       ,0.35,0.11,0.35,0.11,0.14,0.09,0.12,0.08
5738cf3d97a58,23,Male,32,no,twoColorsObj,#00FF00,#FF00FF,#0000FF,123,2,Navy-Blue,0,0.42,0,0.42,0.44,0.26,0.23,0.27
573e4022949b1,24,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#8342FF,99,2,NA       ,0.07,0.35,0.07,0.35,0.37,0.19,0.17,0.2
573e47c26cb8e,24,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#CDB196,222,1,NA       ,0.27,0.17,0.27,0.17,0.2,0.01,0.04,0
573e4d0eb795b,24,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#D9FF00,166,2,NA       ,0.36,0.14,0.36,0.14,0.18,0.11,0.12,0.09
573ec4275ba17,24,Female,32,yes,twoColorsObj,#00FF00,#FF00FF,#6500FF,120,4,Navy-Blue,0.03,0.38,0.03,0.38,0.4,0.23,0.2,0.24
573edae85268b,27,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#9700FF,466,2,NA       ,0.07,0.35,0.07,0.35,0.37,0.19,0.17,0.2
574297edae49c,24,Male,32,no,twoColorsObj,#00FF00,#FF00FF,#c9ab00,145,2,NA       ,0.35,0.11,0.35,0.11,0.14,0.09,0.12,0.08
57451c3b38192,23,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#808000,15,3,NA       ,0.35,0.13,0.35,0.13,0.16,0.1,0.12,0.09
5745500f6e643,24,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#808000,318,2,NA       ,0.35,0.13,0.35,0.13,0.16,0.1,0.12,0.09
57459c393bbd0,29,Male,31,no,twoColorsObj,#00FF00,#FF00FF,#808000,33,3,NA       ,0.35,0.13,0.35,0.13,0.16,0.1,0.12,0.09
5756ab1701ba0,21,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#998077,901,2,NA       ,0.26,0.18,0.26,0.18,0.2,0,0.03,0.01
5756ae6897296,21,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#9200FF,186,4,NA       ,0.07,0.35,0.07,0.35,0.37,0.2,0.18,0.21
5756b2d9bd658,23,Female,32,yes,twoColorsObj,#00FF00,#FF00FF,#AE004F,192,3,NA       ,0.3,0.13,0.3,0.13,0.14,0.1,0.12,0.1
5757fd2703090,22,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#7100FF,288,3,NA       ,0.04,0.38,0.04,0.38,0.4,0.22,0.2,0.23
5757ffca0b4b1,24,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#AF0049,345,3,NA       ,0.31,0.12,0.31,0.12,0.13,0.11,0.13,0.11
57581518c2c07,25,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#006EFF,20,4,LI-Blue  ,0.06,0.37,0.06,0.37,0.39,0.2,0.18,0.21
57582b17cd76a,26,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#749300,310,1,NA       ,0.36,0.15,0.36,0.15,0.19,0.11,0.13,0.1
5710d28fec2d1,30,Male,32,no,twoColorsObj,#00FF00,#FF00FF,#8080FF,518,1,NA       ,0.11,0.32,0.11,0.32,0.34,0.15,0.13,0.16
5711106ab212a,33,Male,32,no,twoColorsObj,#00FF00,#FF00FF,#808000,8,3,NA       ,0.35,0.13,0.35,0.13,0.16,0.1,0.12,0.09
5711148c11035,35,Male,22,no,twoColorsObj,#00FF00,#FF00FF,#FF9F00,103,2,NA       ,0.35,0.08,0.35,0.08,0.11,0.1,0.13,0.09
57112e1a2bbbb,32,Male,16,no,twoColorsObj,#00FF00,#FF00FF,#808000,342,1,NA       ,0.35,0.13,0.35,0.13,0.16,0.1,0.12,0.09
571153ca15566,32,Male,32,no,twoColorsObj,#00FF00,#FF00FF,#c9ab00,56,3,NA       ,0.35,0.11,0.35,0.11,0.14,0.09,0.12,0.08
571252e6d2e70,31,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#c9ab00,471,3,NA       ,0.35,0.11,0.35,0.11,0.14,0.09,0.12,0.08
57153eb9b4bed,35,Female,31,no,twoColorsObj,#00FF00,#FF00FF,#c9b2a2,319,2,NA       ,0.26,0.18,0.26,0.18,0.21,0.01,0.02,0.01
57190633f233f,30,Male,32,no,twoColorsObj,#00FF00,#FF00FF,#91c01d,182,3,NA       ,0.36,0.15,0.36,0.15,0.19,0.11,0.12,0.1
5727635041e99,38,Male,5,no,twoColorsObj,#00FF00,#FF00FF,#FFFF00,300,2,NA       ,0.35,0.13,0.35,0.13,0.16,0.1,0.12,0.09
5727d86840dc8,37,Male,7,no,twoColorsObj,#00FF00,#FF00FF,#FFFFFF,301,3,NA       ,0.23,0.2,0.23,0.2,0.23,0.03,0,0.04
573a059da0efd,31,Female,32,yes,twoColorsObj,#00FF00,#FF00FF,#FFFFFF,0,1,NA       ,0.23,0.2,0.23,0.2,0.23,0.03,0,0.04
573c783748e8b,37,Female,32,yes,twoColorsObj,#00FF00,#FF00FF,#006C84,929,3,Cyan     ,0.16,0.29,0.16,0.29,0.31,0.11,0.08,0.12
5740a8b59d448,31,Female,32,yes,twoColorsObj,#00FF00,#FF00FF,#978900,173,3,NA       ,0.35,0.12,0.35,0.12,0.15,0.1,0.12,0.08
5740b686127bb,32,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#768F00,167,4,NA       ,0.36,0.15,0.36,0.15,0.18,0.11,0.12,0.1
5745b5cbe3caa,34,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#c9ab00,271,3,NA       ,0.35,0.11,0.35,0.11,0.14,0.09,0.12,0.08
574859b8f3379,30,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#3F0091,395,3,Navy-Blue,0.04,0.38,0.04,0.38,0.4,0.22,0.2,0.23
57110028bc74b,48,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#008080,587,2,NA       ,0.21,0.26,0.21,0.26,0.29,0.09,0.06,0.09
57112d8509632,45,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#c9ab00,303,1,NA       ,0.35,0.11,0.35,0.11,0.14,0.09,0.12,0.08
57114ae35c9ec,47,Female,11,no,twoColorsObj,#00FF00,#FF00FF,#91c01d,350,3,NA       ,0.36,0.15,0.36,0.15,0.19,0.11,0.12,0.1
571154184c9bd,47,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#808000,90,1,NA       ,0.35,0.13,0.35,0.13,0.16,0.1,0.12,0.09
5711602ded5e3,48,Female,4,no,twoColorsObj,#00FF00,#FF00FF,#FFFFFF,0,5,NA       ,0.23,0.2,0.23,0.2,0.23,0.03,0,0.04
571183866d73f,48,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#ff0087,281,4,NA       ,0.27,0.15,0.27,0.15,0.16,0.09,0.11,0.09
5711f4ec96b9c,45,Female,6,no,twoColorsObj,#00FF00,#FF00FF,#FF6755,17,1,NA       ,0.32,0.09,0.32,0.09,0.12,0.09,0.12,0.09
5713b10383207,40,Male,32,no,twoColorsObj,#00FF00,#FF00FF,#00FFFF,475,2,NA       ,0.21,0.26,0.21,0.26,0.29,0.09,0.06,0.09
573664e1a4a96,49,Male,18,no,twoColorsObj,#00FF00,#FF00FF,#8080FF,188,1,NA       ,0.11,0.32,0.11,0.32,0.34,0.15,0.13,0.16
573c70dabcfe0,49,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#9700FF,74,2,NA       ,0.07,0.35,0.07,0.35,0.37,0.19,0.17,0.2
5740ad339507d,40,Male,32,yes,twoColorsObj,#00FF00,#FF00FF,#006C84,14,3,Cyan     ,0.16,0.29,0.16,0.29,0.31,0.11,0.08,0.12
5740e3f36a945,49,Female,32,yes,twoColorsObj,#00FF00,#FF00FF,#978900,589,1,NA       ,0.35,0.12,0.35,0.12,0.15,0.1,0.12,0.08
5776cc574bf84,45,Female,21,no,twoColorsObj,#00FF00,#FF00FF,#ab00ff,221,4,NA       ,0.09,0.33,0.09,0.33,0.35,0.18,0.16,0.19
5710e540a9514,52,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#8080FF,90,1,NA       ,0.11,0.32,0.11,0.32,0.34,0.15,0.13,0.16
571163013744e,53,Female,13,no,twoColorsObj,#00FF00,#FF00FF,#7f00ff,3,3,NA       ,0.05,0.37,0.05,0.37,0.39,0.21,0.19,0.22
57116ce8cf9e5,50,Female,7,no,twoColorsObj,#00FF00,#FF00FF,#c9ab00,437,2,NA       ,0.35,0.11,0.35,0.11,0.14,0.09,0.12,0.08
5711800f2c5f3,59,Female,31,no,twoColorsObj,#00FF00,#FF00FF,#808000,265,5,NA       ,0.35,0.13,0.35,0.13,0.16,0.1,0.12,0.09
571289ef76e18,55,Female,31,no,twoColorsObj,#00FF00,#FF00FF,#0000FF,390,4,Navy-Blue,0,0.42,0,0.42,0.44,0.26,0.23,0.27
57142079d871e,51,Male,8,no,twoColorsObj,#00FF00,#FF00FF,#5792ff,3,1,Sky-Blue ,0.11,0.32,0.11,0.32,0.34,0.15,0.13,0.16
57149713464b1,51,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#FFFFFF,0,1,NA       ,0.23,0.2,0.23,0.2,0.23,0.03,0,0.04
571534076a966,52,Male,9,no,twoColorsObj,#00FF00,#FF00FF,#FF0050,1432,3,NA       ,0.33,0.1,0.33,0.1,0.11,0.12,0.15,0.12
5716e9900f6ea,58,Female,31,no,twoColorsObj,#00FF00,#FF00FF,#91c01d,479,1,NA       ,0.36,0.15,0.36,0.15,0.19,0.11,0.12,0.1
5739ff85289b2,56,Female,25,yes,twoColorsObj,#00FF00,#FF00FF,#6500FF,5,3,Navy-Blue,0.03,0.38,0.03,0.38,0.4,0.23,0.2,0.24
57112b9e10661,64,Female,34,no,twoColorsObj,#00FF00,#FF00FF,#ca8aaa,288,1,NA       ,0.23,0.19,0.23,0.19,0.22,0.03,0.03,0.05
571165992a5c1,67,Female,32,no,twoColorsObj,#00FF00,#FF00FF,#c6aeff,1035,2,NA       ,0.17,0.25,0.17,0.25,0.28,0.09,0.06,0.1
5713b961c216a,647,Male,11,no,twoColorsObj,#00FF00,#FF00FF,#FFFFFF,0,5,NA       ,0.23,0.2,0.23,0.2,0.23,0.03,0,0.04
5740b0f8e9734,62,Male,33,yes,twoColorsObj,#00FF00,#FF00FF,#9C0083,596,5,NA       ,0.19,0.23,0.19,0.23,0.25,0.1,0.1,0.11
5740bda9be3dc,83,Female,32,yes,twoColorsObj,#00FF00,#FF00FF,#CDB196,257,5,NA       ,0.27,0.17,0.27,0.17,0.2,0.01,0.04,0
