id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6
57113e6176346,23,Female,30,no,objTwoColors,#0080FF,57,92,393,5,Green    ,Green    ,0.54,0.4,0.26,0.12,0.19,0.16,0.73,0.7,0.73,0.73,0.7,0.66
571151812791a,20,Male,32,yes,objTwoColors,#0080FF,54,158,82,3,Green    ,Cyan     ,0.45,0.43,0.25,0.09,0.15,0.12,0.6,0.57,0.6,0.6,0.57,0.54
5711641931da5,20,Female,32,no,objTwoColors,#0080FF,241,184,579,2,Blue     ,Blue     ,0.74,0.05,0.39,0.16,0.25,0.27,0.08,0.12,0.16,0.08,0.12,0.78
57116b9b879bf,20,Male,32,no,objTwoColors,#0080FF,199,223,105,3,Navy-Blue,Blue     ,0.6,0.04,0.25,0.17,0.24,0.3,0.45,0.43,0.24,0.45,0.43,0.43
57119224388ef,24,Male,31,no,objTwoColors,#0080FF,48,128,122,5,Green    ,Green    ,0.6,0.41,0.23,0.12,0.19,0.16,0.74,0.7,0.74,0.74,0.7,0.71
5711ace2ee7ed,24,Male,32,no,objTwoColors,#0080FF,0,188,36,5,Red      ,Cyan     ,0.59,0.09,0.05,0.03,0.04,0.03,0.64,0.6,0.48,0.64,0.6,0.62
5711cbde51bb0,24,Male,31,no,objTwoColors,#0080FF,0,233,63,4,Red      ,Blue     ,0.64,0.12,0.08,0.09,0.19,0.18,0.87,0.83,0.67,0.87,0.83,0.46
571214121717c,22,Male,32,no,objTwoColors,#0080FF,228,0,159,5,Blue     ,Red      ,0.86,0.11,0.35,0.09,0.18,0.17,0.4,0.43,0.53,0.4,0.43,1.06
5712197fbccd5,24,Female,32,no,objTwoColors,#0080FF,0,167,34,4,Red      ,Green    ,0.66,0.41,0.03,0.06,0.01,0.05,0.58,0.55,0.6,0.58,0.55,0.74
57121e2a63601,21,Male,31,no,objTwoColors,#0080FF,105,57,224,5,Green    ,Green    ,0.34,0.41,0.39,0.12,0.2,0.17,0.77,0.74,0.76,0.77,0.74,0.49
57122801e1da9,23,Male,17,no,objTwoColors,#0080FF,205,229,201,3,Navy-Blue,Blue     ,0.64,0.07,0.22,0.19,0.28,0.32,0.43,0.41,0.23,0.43,0.41,0.48
57123bec83e8e,21,Male,32,no,objTwoColors,#0080FF,250,176,390,3,Blue     ,Blue     ,0.77,0.05,0.3,0.14,0.23,0.25,0.03,0.07,0.2,0.03,0.07,0.83
57123e4050550,20,Female,40,no,objTwoColors,#0080FF,7,242,211,3,Red      ,Blue     ,0.63,0.15,0.09,0.09,0.19,0.18,0.87,0.83,0.67,0.87,0.83,0.46
571245dfd5f63,24,Female,8,no,objTwoColors,#0080FF,247,0,279,4,Blue     ,Red      ,0.88,0.15,0.4,0.09,0.19,0.18,0.39,0.43,0.54,0.39,0.43,1.07
571247f66fb51,27,Male,32,no,objTwoColors,#0080FF,233,181,244,3,Blue     ,Blue     ,0.75,0.01,0.28,0.15,0.22,0.26,0.05,0.09,0.17,0.05,0.09,0.8
571260c120253,22,Male,32,no,objTwoColors,#0080FF,236,0,468,4,Blue     ,Red      ,0.88,0.12,0.39,0.09,0.19,0.18,0.4,0.44,0.54,0.4,0.44,1.07
5712649f2fada,26,Male,12,no,objTwoColors,#0080FF,232,0,92,5,Blue     ,Red      ,0.87,0.12,0.37,0.09,0.19,0.17,0.39,0.43,0.54,0.39,0.43,1.07
57127bcfaafb0,22,Female,32,no,objTwoColors,#0080FF,51,122,664,4,Green    ,Green    ,0.6,0.41,0.24,0.13,0.2,0.17,0.75,0.71,0.74,0.75,0.71,0.7
5712bd55a8a13,27,Female,32,no,objTwoColors,#0080FF,211,0,109,3,Blue     ,Red      ,0.79,0.09,0.24,0.07,0.13,0.11,0.47,0.46,0.47,0.47,0.46,0.98
5712c2b021f58,22,Female,32,no,objTwoColors,#0080FF,237,181,161,5,Blue     ,Blue     ,0.75,0.03,0.29,0.15,0.24,0.26,0.06,0.1,0.17,0.06,0.1,0.8
5712c57f97f25,25,Female,31,no,objTwoColors,#0080FF,230,0,66,4,Blue     ,Red      ,0.87,0.11,0.36,0.09,0.18,0.17,0.4,0.43,0.53,0.4,0.43,1.06
57138ac176750,21,Male,7,no,objTwoColors,#0080FF,234,84,142,3,Blue     ,DK-Green ,0.94,0.28,0.38,0.09,0.09,0.11,0.22,0.26,0.43,0.22,0.26,1.06
5713923c1bbc7,24,Female,27,no,objTwoColors,#0080FF,57,120,335,3,Green    ,Green    ,0.57,0.41,0.26,0.12,0.2,0.17,0.75,0.72,0.75,0.75,0.72,0.68
5713a02a13044,24,Female,32,yes,objTwoColors,#0080FF,228,0,83,3,Blue     ,Red      ,0.86,0.11,0.35,0.09,0.18,0.17,0.4,0.43,0.53,0.4,0.43,1.06
5713dd915ca28,24,Female,20,no,objTwoColors,#0080FF,0,207,67,2,Red      ,Navy-Blue,0.58,0.09,0.07,0.06,0.11,0.09,0.76,0.72,0.56,0.76,0.72,0.51
5713fc80c942a,23,Female,32,no,objTwoColors,#0080FF,252,199,234,5,Blue     ,Navy-Blue,0.72,0.1,0.39,0.18,0.29,0.31,0.16,0.2,0.16,0.16,0.2,0.7
571410751e7b0,22,Female,12,no,objTwoColors,#0080FF,213,0,51,2,Blue     ,Red      ,0.8,0.09,0.25,0.07,0.13,0.12,0.46,0.45,0.47,0.46,0.45,0.99
5714c6c26c2f6,21,Male,11,no,objTwoColors,#0080FF,229,0,153,5,Blue     ,Red      ,0.87,0.11,0.36,0.09,0.18,0.17,0.4,0.43,0.53,0.4,0.43,1.06
572767049ccfa,24,Male,32,yes,objTwoColors,#0000FF,181,57,148,3,Blue     ,Green    ,0.61,0.43,0.28,0.06,0.12,0.07,0.49,0.46,0.48,0.49,0.46,0.77
57276731cfba9,20,Male,5,no,objTwoColors,#0080FF,179,310,377,3,Blue     ,Pink     ,0.29,0.13,0.31,0.07,0.19,0.15,0.5,0.47,0.34,0.5,0.47,0.48
5727e49793f7b,22,Male,10,no,objTwoColors,#0080FF,0,191,124,5,Red      ,Sky-Blue ,0.58,0.09,0.05,0.03,0.05,0.04,0.66,0.62,0.47,0.66,0.62,0.6
572c85675a5ef,23,Male,32,yes,objTwoColors,#0080FF,206,209,167,5,Navy-Blue,NA       ,0.61,0.02,0.22,0.17,0.22,0.29,0.33,0.31,0.14,0.33,0.31,0.52
5734918f46823,26,Male,32,no,objTwoColors,#0080FF,202,0,79,4,Navy-Blue,Red      ,0.74,0.09,0.23,0.05,0.09,0.08,0.53,0.51,0.48,0.53,0.51,0.93
5734aa4c927a8,22,Male,15,no,objTwoColors,#0080FF,173,223,763,4,Green    ,Blue     ,0.44,0.04,0.34,0.14,0.18,0.23,0.6,0.58,0.39,0.6,0.58,0.28
5735d3455a84c,29,Male,32,no,objTwoColors,#0080FF,256,190,211,4,Blue     ,Sky-Blue ,0.72,0.09,0.38,0.17,0.26,0.28,0.11,0.13,0.11,0.11,0.13,0.74
5738cf3d97a58,23,Male,32,no,objTwoColors,#0080FF,228,0,64,4,Blue     ,Red      ,0.86,0.11,0.35,0.09,0.18,0.17,0.4,0.43,0.53,0.4,0.43,1.06
573a0b8280839,29,Male,21,yes,objTwoColors,#0000FF,0,267,253,3,Red      ,Blue     ,0.6,0.2,0.08,0.11,0.17,0.18,0.84,0.8,0.64,0.84,0.8,0.42
573e4022949b1,24,Male,32,yes,objTwoColors,#0000FF,235,0,80,5,Blue     ,Red      ,0.88,0.12,0.39,0.09,0.19,0.18,0.4,0.43,0.54,0.4,0.43,1.07
573e47c26cb8e,24,Male,32,yes,objTwoColors,#0000FF,5,103,120,2,Red      ,Green    ,0.83,0.39,0.05,0.1,0.16,0.13,0.78,0.74,0.8,0.78,0.74,0.93
573e4d0eb795b,24,Male,32,yes,objTwoColors,#0000FF,223,0,52,4,Blue     ,Red      ,0.85,0.1,0.31,0.09,0.17,0.15,0.42,0.42,0.51,0.42,0.42,1.04
573ec4275ba17,24,Female,32,yes,objTwoColors,#0000FF,198,222,81,3,Navy-Blue,Blue     ,0.59,0.03,0.25,0.17,0.24,0.29,0.45,0.43,0.25,0.45,0.43,0.42
573edae85268b,27,Male,32,yes,objTwoColors,#0000FF,237,0,2622,2,Blue     ,Red      ,0.88,0.13,0.39,0.09,0.19,0.18,0.4,0.44,0.54,0.4,0.44,1.07
574121b9e952d,22,Female,5,no,objTwoColors,#0080FF,203,204,156,1,Navy-Blue,Navy-Blue,0.58,0.01,0.23,0.16,0.19,0.26,0.32,0.3,0.12,0.32,0.3,0.52
574297edae49c,24,Male,32,no,objTwoColors,#0080FF,206,207,107,5,Navy-Blue,Navy-Blue,0.6,0.01,0.22,0.16,0.21,0.28,0.32,0.3,0.13,0.32,0.3,0.53
57451c3b38192,23,Female,32,no,objTwoColors,#0080FF,0,213,67,5,Red      ,Blue     ,0.6,0.09,0.07,0.07,0.13,0.12,0.79,0.75,0.59,0.79,0.75,0.48
5745500f6e643,24,Female,32,no,objTwoColors,#0080FF,232,0,71,5,Blue     ,Red      ,0.87,0.12,0.37,0.09,0.19,0.17,0.39,0.43,0.54,0.39,0.43,1.07
57459c393bbd0,29,Male,31,no,objTwoColors,#0080FF,211,208,130,4,Blue     ,NA       ,0.64,0.03,0.21,0.17,0.23,0.3,0.29,0.28,0.15,0.29,0.28,0.55
5756ab1701ba0,21,Male,32,yes,objTwoColors,#0000FF,58,144,192,5,Green    ,Green    ,0.51,0.42,0.27,0.1,0.18,0.15,0.68,0.65,0.68,0.68,0.65,0.6
5756ae6897296,21,Male,32,yes,objTwoColors,#0000FF,6,313,97,5,Red      ,Pink     ,0.44,0.39,0.06,0.17,0.21,0.19,0.77,0.73,0.64,0.77,0.73,0.63
5756b2d9bd658,23,Female,32,yes,objTwoColors,#0000FF,239,0,126,3,Blue     ,Red      ,0.88,0.13,0.4,0.09,0.19,0.18,0.4,0.44,0.55,0.4,0.44,1.07
5757fd2703090,22,Male,32,yes,objTwoColors,#0080FF,212,0,134,5,Blue     ,Red      ,0.8,0.09,0.25,0.07,0.13,0.11,0.47,0.45,0.47,0.47,0.45,0.99
5757ffca0b4b1,24,Male,32,yes,objTwoColors,#0080FF,206,0,55,5,Navy-Blue,Red      ,0.76,0.09,0.23,0.06,0.11,0.09,0.5,0.48,0.46,0.5,0.48,0.95
57581518c2c07,25,Male,32,yes,objTwoColors,#0080FF,229,0,79,5,Blue     ,Red      ,0.87,0.11,0.36,0.09,0.18,0.17,0.4,0.43,0.53,0.4,0.43,1.06
57582b17cd76a,26,Male,32,yes,objTwoColors,#0080FF,227,0,72,4,Blue     ,Red      ,0.86,0.11,0.34,0.09,0.18,0.16,0.4,0.43,0.53,0.4,0.43,1.05
5710d28fec2d1,30,Male,32,no,objTwoColors,#0080FF,0,200,328,1,Red      ,Navy-Blue,0.58,0.09,0.06,0.04,0.08,0.07,0.71,0.68,0.52,0.71,0.68,0.55
5710d87585247,31,Male,3,no,objTwoColors,#0080FF,48,98,251,2,Green    ,Green    ,0.59,0.4,0.23,0.12,0.19,0.16,0.74,0.7,0.74,0.74,0.7,0.71
5711106ab212a,33,Male,32,no,objTwoColors,#0080FF,234,0,174,5,Blue     ,Red      ,0.88,0.12,0.38,0.09,0.19,0.18,0.39,0.43,0.54,0.39,0.43,1.07
5711148c11035,35,Male,22,no,objTwoColors,#0080FF,181,321,188,3,Blue     ,Pink     ,0.37,0.12,0.3,0.06,0.15,0.12,0.51,0.48,0.38,0.51,0.48,0.57
571153ca15566,32,Male,32,no,objTwoColors,#0080FF,233,182,142,3,Blue     ,Blue     ,0.75,0.02,0.28,0.15,0.22,0.26,0.06,0.1,0.16,0.06,0.1,0.8
571252e6d2e70,31,Female,32,no,objTwoColors,#0080FF,232,0,64,5,Blue     ,Red      ,0.87,0.12,0.37,0.09,0.19,0.17,0.39,0.43,0.54,0.39,0.43,1.07
57153eb9b4bed,35,Female,31,no,objTwoColors,#0080FF,0,264,52,4,Red      ,Blue     ,0.61,0.19,0.08,0.1,0.17,0.18,0.85,0.81,0.65,0.85,0.81,0.43
57190633f233f,30,Male,32,no,objTwoColors,#0080FF,261,0,396,1,Blue     ,Red      ,0.86,0.18,0.38,0.1,0.17,0.18,0.41,0.41,0.52,0.41,0.41,1.05
5727635041e99,38,Male,5,no,objTwoColors,#0080FF,340,141,167,4,Red      ,Green    ,0.77,0.4,0.08,0.04,0.05,0.07,0.66,0.62,0.67,0.66,0.62,0.87
573607add000c,38,Male,5,no,objTwoColors,#0080FF,222,200,498,3,Blue     ,Navy-Blue,0.68,0.04,0.31,0.17,0.24,0.3,0.19,0.2,0.14,0.19,0.2,0.66
573a059da0efd,31,Female,32,yes,objTwoColors,#0000FF,76,53,296,4,Yellow   ,Green    ,0.4,0.4,0.33,0.12,0.17,0.14,0.75,0.71,0.74,0.75,0.71,0.54
573c783748e8b,37,Female,32,yes,objTwoColors,#0000FF,238,225,123,3,Blue     ,Blue     ,0.77,0.12,0.4,0.21,0.34,0.38,0.31,0.35,0.31,0.31,0.35,0.59
5740a8b59d448,31,Female,32,yes,objTwoColors,#0000FF,249,0,209,3,Blue     ,Red      ,0.88,0.15,0.4,0.09,0.19,0.18,0.39,0.43,0.54,0.39,0.43,1.07
5740b686127bb,32,Male,32,yes,objTwoColors,#0000FF,215,254,875,3,Blue     ,Blue     ,0.7,0.12,0.28,0.2,0.32,0.35,0.37,0.36,0.26,0.37,0.36,0.52
5745b5cbe3caa,34,Female,32,no,objTwoColors,#0080FF,211,0,80,4,Blue     ,Red      ,0.79,0.09,0.24,0.07,0.13,0.11,0.47,0.46,0.47,0.47,0.46,0.98
574859b8f3379,30,Male,32,yes,objTwoColors,#0000FF,230,0,60,1,Blue     ,Red      ,0.87,0.11,0.36,0.09,0.18,0.17,0.4,0.43,0.53,0.4,0.43,1.06
57110028bc74b,48,Female,32,no,objTwoColors,#0080FF,0,182,164,5,Red      ,Blue     ,0.61,0.09,0.04,0.05,0.02,0.02,0.61,0.57,0.51,0.61,0.57,0.66
57112d8509632,45,Female,32,no,objTwoColors,#0080FF,236,184,123,3,Blue     ,Blue     ,0.74,0.03,0.37,0.16,0.25,0.27,0.08,0.12,0.15,0.08,0.12,0.78
571154184c9bd,47,Female,32,no,objTwoColors,#0080FF,232,0,8,5,Blue     ,Red      ,0.87,0.12,0.37,0.09,0.19,0.17,0.39,0.43,0.54,0.39,0.43,1.07
57117fe7495aa,48,Female,5,no,objTwoColors,#0080FF,0,178,386,5,Red      ,Blue     ,0.62,0.41,0.04,0.05,0.02,0.02,0.59,0.55,0.54,0.59,0.55,0.68
571183866d73f,48,Female,32,no,objTwoColors,#0080FF,59,88,195,5,Green    ,Green    ,0.53,0.4,0.27,0.11,0.18,0.16,0.73,0.7,0.73,0.73,0.7,0.65
5712a47f6f8a6,44,Male,12,no,objTwoColors,#0080FF,0,182,192,3,Red      ,Blue     ,0.61,0.09,0.04,0.05,0.02,0.02,0.61,0.57,0.51,0.61,0.57,0.66
5713b10383207,40,Male,32,no,objTwoColors,#0080FF,152,58,130,4,Teal     ,Green    ,0.44,0.43,0.35,0.09,0.17,0.14,0.66,0.64,0.65,0.66,0.64,0.6
573664e1a4a96,49,Male,18,no,objTwoColors,#0080FF,181,276,158,2,Blue     ,Blue     ,0.43,0.11,0.31,0.12,0.22,0.23,0.54,0.51,0.32,0.54,0.51,0.32
573c70dabcfe0,49,Male,32,yes,objTwoColors,#0000FF,128,67,431,2,Green    ,Yellow   ,0.37,0.42,0.39,0.11,0.21,0.18,0.75,0.73,0.76,0.75,0.73,0.5
5740ad339507d,40,Male,32,yes,objTwoColors,#0000FF,117,53,348,3,Green    ,Green    ,0.35,0.41,0.39,0.12,0.2,0.17,0.78,0.75,0.77,0.78,0.75,0.49
5740e3f36a945,49,Female,32,yes,objTwoColors,#0000FF,217,0,79,2,Blue     ,Red      ,0.82,0.1,0.27,0.08,0.15,0.13,0.44,0.43,0.49,0.44,0.43,1.01
5710e540a9514,52,Female,32,no,objTwoColors,#0080FF,218,0,81,4,Blue     ,Red      ,0.83,0.1,0.28,0.08,0.15,0.13,0.44,0.43,0.49,0.44,0.43,1.02
571163013744e,53,Female,13,no,objTwoColors,#0080FF,197,307,17,2,LI-Blue  ,Pink     ,0.37,0.12,0.25,0.1,0.24,0.2,0.39,0.37,0.23,0.39,0.37,0.57
5711800f2c5f3,59,Female,31,no,objTwoColors,#0080FF,157,278,847,1,Cyan     ,Blue     ,0.28,0.07,0.37,0.08,0.18,0.16,0.67,0.64,0.47,0.67,0.64,0.19
571289ef76e18,55,Female,31,no,objTwoColors,#0080FF,113,48,183,4,Green    ,Green    ,0.34,0.41,0.39,0.12,0.2,0.16,0.79,0.76,0.77,0.79,0.76,0.49
57149713464b1,51,Female,32,no,objTwoColors,#0080FF,0,0,0,1,Red      ,Red      ,0.74,0.47,0.05,0.24,0.3,0.27,0.94,0.9,0.89,0.94,0.9,0.93
5716e9900f6ea,58,Female,31,no,objTwoColors,#0080FF,217,182,135,3,Blue     ,Blue     ,0.69,0.04,0.22,0.14,0.17,0.24,0.11,0.1,0.11,0.11,0.1,0.74
57363b3954a26,55,Male,16,no,objTwoColors,#0080FF,210,0,78,5,Blue     ,Red      ,0.78,0.09,0.24,0.07,0.12,0.11,0.48,0.46,0.46,0.48,0.46,0.98
5739ff85289b2,56,Female,25,yes,objTwoColors,#0000FF,55,110,101,3,Green    ,Green    ,0.58,0.41,0.26,0.12,0.2,0.17,0.75,0.71,0.74,0.75,0.71,0.67
57112b9e10661,64,Female,34,no,objTwoColors,#0080FF,52,0,233,2,Green    ,Red      ,0.49,0.43,0.25,0.15,0.21,0.16,0.9,0.86,0.83,0.9,0.86,0.68
571165992a5c1,67,Female,32,no,objTwoColors,#0080FF,193,225,132,3,Sky-Blue ,Blue     ,0.57,0.03,0.27,0.17,0.23,0.28,0.5,0.47,0.29,0.5,0.47,0.39
5713b961c216a,647,Male,11,no,objTwoColors,#0080FF,0,0,0,5,Red      ,Red      ,0.74,0.47,0.05,0.24,0.3,0.27,0.94,0.9,0.89,0.94,0.9,0.93
5740b0f8e9734,62,Male,33,yes,objTwoColors,#0000FF,228,0,52,5,Blue     ,Red      ,0.86,0.11,0.35,0.09,0.18,0.17,0.4,0.43,0.53,0.4,0.43,1.06
5740bda9be3dc,83,Female,32,yes,objTwoColors,#0000FF,222,216,84,5,Blue     ,Blue     ,0.7,0.08,0.31,0.19,0.29,0.34,0.29,0.29,0.23,0.29,0.29,0.57
