id,age,gender,num_answers,in_person,typeOfQuestion,first_color,second_color,third_color,clicks,rating,C1_name,C2_name,distance_expectedC1C2,distance_HSV,distance_LCh,distance_CMYK,distance_RGB,distance_Lab,distance_pair1,distance_pair2,distance_pair3,distance_pair4,distance_pair5,distance_pair6
57112d73dfafe,25,Male,5,no,objTwoColors,#0080FF,312,178,292,2,Pink     ,Blue     ,0.61,0.13,0.14,0.06,0.18,0.14,0.29,0.26,0.25,0.29,0.26,0.68
57112da850667,22,Female,47,no,objTwoColors,#0080FF,248,184,108,5,Blue     ,Blue     ,0.74,0.06,0.38,0.16,0.25,0.27,0.07,0.11,0.15,0.07,0.11,0.78
57112da850667,22,Female,47,no,objTwoColors,#0080FF,0,173,47,4,Red      ,Green    ,0.64,0.41,0.03,0.05,0.02,0.03,0.56,0.53,0.56,0.56,0.53,0.71
57112edad4a17,23,Male,10,no,objTwoColors,#0080FF,204,0,67,4,Navy-Blue,Red      ,0.75,0.09,0.23,0.05,0.1,0.08,0.52,0.49,0.47,0.52,0.49,0.94
57112f57403ee,25,Female,14,no,objTwoColors,#0080FF,224,0,178,2,Blue     ,Red      ,0.85,0.11,0.32,0.09,0.17,0.15,0.41,0.42,0.52,0.41,0.42,1.04
571130c5cd6e9,24,Female,32,no,objTwoColors,#0080FF,166,214,128,4,Green    ,Blue     ,0.38,0.09,0.35,0.11,0.14,0.19,0.6,0.58,0.39,0.6,0.58,0.25
571130d934bda,22,Female,32,no,objTwoColors,#0080FF,227,0,31,5,Blue     ,Red      ,0.86,0.11,0.34,0.09,0.18,0.16,0.4,0.43,0.53,0.4,0.43,1.05
571137a34931a,27,Female,25,no,objTwoColors,#0080FF,233,0,136,2,Blue     ,Red      ,0.88,0.12,0.38,0.09,0.19,0.18,0.39,0.43,0.54,0.39,0.43,1.07
57113a5534205,22,Male,31,no,objTwoColors,#0080FF,236,0,135,5,Blue     ,Red      ,0.88,0.12,0.39,0.09,0.19,0.18,0.4,0.44,0.54,0.4,0.44,1.07
57113b7f16c4b,22,Male,31,no,objTwoColors,#0080FF,226,149,189,2,Blue     ,Teal     ,0.88,0.11,0.31,0.11,0.14,0.17,0.16,0.17,0.34,0.16,0.17,0.97
57113b9642c48,21,Female,9,no,objTwoColors,#0080FF,245,0,149,5,Blue     ,Red      ,0.88,0.14,0.4,0.09,0.19,0.18,0.4,0.44,0.54,0.4,0.44,1.07
57113de4aed1a,21,Male,31,no,objTwoColors,#0080FF,107,46,149,3,Green    ,Green    ,0.32,0.4,0.39,0.12,0.2,0.16,0.79,0.76,0.77,0.79,0.76,0.48
57113e6176346,23,Female,30,no,objTwoColors,#0080FF,57,92,393,5,Green    ,Green    ,0.54,0.4,0.26,0.12,0.19,0.16,0.73,0.7,0.73,0.73,0.7,0.66
571151812791a,20,Male,32,yes,objTwoColors,#0080FF,54,158,82,3,Green    ,Cyan     ,0.45,0.43,0.25,0.09,0.15,0.12,0.6,0.57,0.6,0.6,0.57,0.54
5711641931da5,20,Female,32,no,objTwoColors,#0080FF,241,184,579,2,Blue     ,Blue     ,0.74,0.05,0.39,0.16,0.25,0.27,0.08,0.12,0.16,0.08,0.12,0.78
57116b9b879bf,20,Male,32,no,objTwoColors,#0080FF,199,223,105,3,Navy-Blue,Blue     ,0.6,0.04,0.25,0.17,0.24,0.3,0.45,0.43,0.24,0.45,0.43,0.43
57119224388ef,24,Male,31,no,objTwoColors,#0080FF,48,128,122,5,Green    ,Green    ,0.6,0.41,0.23,0.12,0.19,0.16,0.74,0.7,0.74,0.74,0.7,0.71
5711ace2ee7ed,24,Male,32,no,objTwoColors,#0080FF,0,188,36,5,Red      ,Cyan     ,0.59,0.09,0.05,0.03,0.04,0.03,0.64,0.6,0.48,0.64,0.6,0.62
5711cbde51bb0,24,Male,31,no,objTwoColors,#0080FF,0,233,63,4,Red      ,Blue     ,0.64,0.12,0.08,0.09,0.19,0.18,0.87,0.83,0.67,0.87,0.83,0.46
571214121717c,22,Male,32,no,objTwoColors,#0080FF,228,0,159,5,Blue     ,Red      ,0.86,0.11,0.35,0.09,0.18,0.17,0.4,0.43,0.53,0.4,0.43,1.06
5712197fbccd5,24,Female,32,no,objTwoColors,#0080FF,0,167,34,4,Red      ,Green    ,0.66,0.41,0.03,0.06,0.01,0.05,0.58,0.55,0.6,0.58,0.55,0.74
57121e2a63601,21,Male,31,no,objTwoColors,#0080FF,105,57,224,5,Green    ,Green    ,0.34,0.41,0.39,0.12,0.2,0.17,0.77,0.74,0.76,0.77,0.74,0.49
57122801e1da9,23,Male,17,no,objTwoColors,#0080FF,205,229,201,3,Navy-Blue,Blue     ,0.64,0.07,0.22,0.19,0.28,0.32,0.43,0.41,0.23,0.43,0.41,0.48
57123bec83e8e,21,Male,32,no,objTwoColors,#0080FF,250,176,390,3,Blue     ,Blue     ,0.77,0.05,0.3,0.14,0.23,0.25,0.03,0.07,0.2,0.03,0.07,0.83
57123e4050550,20,Female,40,no,objTwoColors,#0080FF,7,242,211,3,Red      ,Blue     ,0.63,0.15,0.09,0.09,0.19,0.18,0.87,0.83,0.67,0.87,0.83,0.46
571245dfd5f63,24,Female,8,no,objTwoColors,#0080FF,247,0,279,4,Blue     ,Red      ,0.88,0.15,0.4,0.09,0.19,0.18,0.39,0.43,0.54,0.39,0.43,1.07
571247f66fb51,27,Male,32,no,objTwoColors,#0080FF,233,181,244,3,Blue     ,Blue     ,0.75,0.01,0.28,0.15,0.22,0.26,0.05,0.09,0.17,0.05,0.09,0.8
571260c120253,22,Male,32,no,objTwoColors,#0080FF,236,0,468,4,Blue     ,Red      ,0.88,0.12,0.39,0.09,0.19,0.18,0.4,0.44,0.54,0.4,0.44,1.07
5712649f2fada,26,Male,12,no,objTwoColors,#0080FF,232,0,92,5,Blue     ,Red      ,0.87,0.12,0.37,0.09,0.19,0.17,0.39,0.43,0.54,0.39,0.43,1.07
57127bcfaafb0,22,Female,32,no,objTwoColors,#0080FF,51,122,664,4,Green    ,Green    ,0.6,0.41,0.24,0.13,0.2,0.17,0.75,0.71,0.74,0.75,0.71,0.7
5712bd55a8a13,27,Female,32,no,objTwoColors,#0080FF,211,0,109,3,Blue     ,Red      ,0.79,0.09,0.24,0.07,0.13,0.11,0.47,0.46,0.47,0.47,0.46,0.98
5712c2b021f58,22,Female,32,no,objTwoColors,#0080FF,237,181,161,5,Blue     ,Blue     ,0.75,0.03,0.29,0.15,0.24,0.26,0.06,0.1,0.17,0.06,0.1,0.8
5712c57f97f25,25,Female,31,no,objTwoColors,#0080FF,230,0,66,4,Blue     ,Red      ,0.87,0.11,0.36,0.09,0.18,0.17,0.4,0.43,0.53,0.4,0.43,1.06
57138ac176750,21,Male,7,no,objTwoColors,#0080FF,234,84,142,3,Blue     ,DK-Green ,0.94,0.28,0.38,0.09,0.09,0.11,0.22,0.26,0.43,0.22,0.26,1.06
5713923c1bbc7,24,Female,27,no,objTwoColors,#0080FF,57,120,335,3,Green    ,Green    ,0.57,0.41,0.26,0.12,0.2,0.17,0.75,0.72,0.75,0.75,0.72,0.68
5713a02a13044,24,Female,32,yes,objTwoColors,#0080FF,228,0,83,3,Blue     ,Red      ,0.86,0.11,0.35,0.09,0.18,0.17,0.4,0.43,0.53,0.4,0.43,1.06
5713dd915ca28,24,Female,20,no,objTwoColors,#0080FF,0,207,67,2,Red      ,Navy-Blue,0.58,0.09,0.07,0.06,0.11,0.09,0.76,0.72,0.56,0.76,0.72,0.51
5713fc80c942a,23,Female,32,no,objTwoColors,#0080FF,252,199,234,5,Blue     ,Navy-Blue,0.72,0.1,0.39,0.18,0.29,0.31,0.16,0.2,0.16,0.16,0.2,0.7
571410751e7b0,22,Female,12,no,objTwoColors,#0080FF,213,0,51,2,Blue     ,Red      ,0.8,0.09,0.25,0.07,0.13,0.12,0.46,0.45,0.47,0.46,0.45,0.99
5714c6c26c2f6,21,Male,11,no,objTwoColors,#0080FF,229,0,153,5,Blue     ,Red      ,0.87,0.11,0.36,0.09,0.18,0.17,0.4,0.43,0.53,0.4,0.43,1.06
572767049ccfa,24,Male,32,yes,objTwoColors,#0000FF,181,57,148,3,Blue     ,Green    ,0.61,0.43,0.28,0.06,0.12,0.07,0.49,0.46,0.48,0.49,0.46,0.77
57276731cfba9,20,Male,5,no,objTwoColors,#0080FF,179,310,377,3,Blue     ,Pink     ,0.29,0.13,0.31,0.07,0.19,0.15,0.5,0.47,0.34,0.5,0.47,0.48
5727e49793f7b,22,Male,10,no,objTwoColors,#0080FF,0,191,124,5,Red      ,Sky-Blue ,0.58,0.09,0.05,0.03,0.05,0.04,0.66,0.62,0.47,0.66,0.62,0.6
572c85675a5ef,23,Male,32,yes,objTwoColors,#0080FF,206,209,167,5,Navy-Blue,NA       ,0.61,0.02,0.22,0.17,0.22,0.29,0.33,0.31,0.14,0.33,0.31,0.52
5734918f46823,26,Male,32,no,objTwoColors,#0080FF,202,0,79,4,Navy-Blue,Red      ,0.74,0.09,0.23,0.05,0.09,0.08,0.53,0.51,0.48,0.53,0.51,0.93
5734aa4c927a8,22,Male,15,no,objTwoColors,#0080FF,173,223,763,4,Green    ,Blue     ,0.44,0.04,0.34,0.14,0.18,0.23,0.6,0.58,0.39,0.6,0.58,0.28
5735d3455a84c,29,Male,32,no,objTwoColors,#0080FF,256,190,211,4,Blue     ,Sky-Blue ,0.72,0.09,0.38,0.17,0.26,0.28,0.11,0.13,0.11,0.11,0.13,0.74
5738cf3d97a58,23,Male,32,no,objTwoColors,#0080FF,228,0,64,4,Blue     ,Red      ,0.86,0.11,0.35,0.09,0.18,0.17,0.4,0.43,0.53,0.4,0.43,1.06
573a0b8280839,29,Male,21,yes,objTwoColors,#0000FF,0,267,253,3,Red      ,Blue     ,0.6,0.2,0.08,0.11,0.17,0.18,0.84,0.8,0.64,0.84,0.8,0.42
573e4022949b1,24,Male,32,yes,objTwoColors,#0000FF,235,0,80,5,Blue     ,Red      ,0.88,0.12,0.39,0.09,0.19,0.18,0.4,0.43,0.54,0.4,0.43,1.07
573e47c26cb8e,24,Male,32,yes,objTwoColors,#0000FF,5,103,120,2,Red      ,Green    ,0.83,0.39,0.05,0.1,0.16,0.13,0.78,0.74,0.8,0.78,0.74,0.93
573e4d0eb795b,24,Male,32,yes,objTwoColors,#0000FF,223,0,52,4,Blue     ,Red      ,0.85,0.1,0.31,0.09,0.17,0.15,0.42,0.42,0.51,0.42,0.42,1.04
573ec4275ba17,24,Female,32,yes,objTwoColors,#0000FF,198,222,81,3,Navy-Blue,Blue     ,0.59,0.03,0.25,0.17,0.24,0.29,0.45,0.43,0.25,0.45,0.43,0.42
573edae85268b,27,Male,32,yes,objTwoColors,#0000FF,237,0,2622,2,Blue     ,Red      ,0.88,0.13,0.39,0.09,0.19,0.18,0.4,0.44,0.54,0.4,0.44,1.07
574121b9e952d,22,Female,5,no,objTwoColors,#0080FF,203,204,156,1,Navy-Blue,Navy-Blue,0.58,0.01,0.23,0.16,0.19,0.26,0.32,0.3,0.12,0.32,0.3,0.52
574297edae49c,24,Male,32,no,objTwoColors,#0080FF,206,207,107,5,Navy-Blue,Navy-Blue,0.6,0.01,0.22,0.16,0.21,0.28,0.32,0.3,0.13,0.32,0.3,0.53
57451c3b38192,23,Female,32,no,objTwoColors,#0080FF,0,213,67,5,Red      ,Blue     ,0.6,0.09,0.07,0.07,0.13,0.12,0.79,0.75,0.59,0.79,0.75,0.48
5745500f6e643,24,Female,32,no,objTwoColors,#0080FF,232,0,71,5,Blue     ,Red      ,0.87,0.12,0.37,0.09,0.19,0.17,0.39,0.43,0.54,0.39,0.43,1.07
57459c393bbd0,29,Male,31,no,objTwoColors,#0080FF,211,208,130,4,Blue     ,NA       ,0.64,0.03,0.21,0.17,0.23,0.3,0.29,0.28,0.15,0.29,0.28,0.55
5756ab1701ba0,21,Male,32,yes,objTwoColors,#0000FF,58,144,192,5,Green    ,Green    ,0.51,0.42,0.27,0.1,0.18,0.15,0.68,0.65,0.68,0.68,0.65,0.6
5756ae6897296,21,Male,32,yes,objTwoColors,#0000FF,6,313,97,5,Red      ,Pink     ,0.44,0.39,0.06,0.17,0.21,0.19,0.77,0.73,0.64,0.77,0.73,0.63
5756b2d9bd658,23,Female,32,yes,objTwoColors,#0000FF,239,0,126,3,Blue     ,Red      ,0.88,0.13,0.4,0.09,0.19,0.18,0.4,0.44,0.55,0.4,0.44,1.07
5757fd2703090,22,Male,32,yes,objTwoColors,#0080FF,212,0,134,5,Blue     ,Red      ,0.8,0.09,0.25,0.07,0.13,0.11,0.47,0.45,0.47,0.47,0.45,0.99
5757ffca0b4b1,24,Male,32,yes,objTwoColors,#0080FF,206,0,55,5,Navy-Blue,Red      ,0.76,0.09,0.23,0.06,0.11,0.09,0.5,0.48,0.46,0.5,0.48,0.95
57581518c2c07,25,Male,32,yes,objTwoColors,#0080FF,229,0,79,5,Blue     ,Red      ,0.87,0.11,0.36,0.09,0.18,0.17,0.4,0.43,0.53,0.4,0.43,1.06
57582b17cd76a,26,Male,32,yes,objTwoColors,#0080FF,227,0,72,4,Blue     ,Red      ,0.86,0.11,0.34,0.09,0.18,0.16,0.4,0.43,0.53,0.4,0.43,1.05
